day,store,avg_diff,roi_original,roi
24,Store_A,107.96554561013438,0.1079655456101343,0.4648177656716687
24,Store_B,114.2827167526599,0.1142827167526599,0.6715323026269736
24,Store_C,14.808221568915828,0.0148082215689158,0.6862238112441578
24,Store_D,-8.866963112251463,-0.0088669631122514,0.13481155771203254
24,Store_E,78.1678899385095,0.0781678899385095,0.5798876478723157
25,Store_A,90.37685818369732,0.0903768581836973,0.37916802167498737
25,Store_B,138.5915403675467,0.1385915403675467,0.6257964483463645
25,Store_C,30.076286390790145,0.0300762863907901,0.5268181594880721
25,Store_D,5.874350219710868,0.0058743502197108,0.4028609651958859
25,Store_E,162.76446786108949,0.1627644678610894,0.5693820825011735
26,Store_A,130.60836812504465,0.1306083681250446,0.38554113110532434
26,Store_B,48.078210641967615,0.0480782106419676,0.490412559626026
26,Store_C,38.003578870339695,0.0380035788703396,0.5194530340688246
26,Store_D,107.81516690966092,0.1078151669096609,0.5968962945850158
26,Store_E,51.38064752820936,0.0513806475282093,0.5126249808883556
27,Store_A,172.6144425075248,0.1726144425075247,0.49813720995723304
27,Store_B,133.00764991562957,0.1330076499156295,0.3820799847365229
27,Store_C,16.424977384993635,0.0164249773849936,0.5869081999079491
27,Store_D,179.38094162357368,0.1793809416235736,0.6716335939124937
27,Store_E,101.1679951534521,0.1011679951534521,0.37640333019324546
28,Store_A,173.9765299765337,0.1739765299765337,0.6035875174176797
28,Store_B,64.05726601363712,0.0640572660136371,0.4595875194936438
28,Store_C,73.21011247097934,0.0732101124709793,0.6366566815607523
28,Store_D,-30.50264356807801,-0.030502643568078,0.5237003502033659
28,Store_E,111.903246775221,0.111903246775221,0.297141223608313
29,Store_A,191.9825259439189,0.1919825259439188,0.712694896794722
29,Store_B,121.32643182068648,0.1213264318206864,0.5485315960559037
29,Store_C,59.67975803801698,0.0596797580380169,0.653479609372553
29,Store_D,87.28436210568861,0.0872843621056886,0.2089367564221965
29,Store_E,93.20974672555,0.0932097467255499,0.40245493162635204
30,Store_A,179.14076972939813,0.1791407697293981,0.7180984841352072
30,Store_B,134.78240737409746,0.1347824073740974,0.644168426788142
30,Store_C,27.232185697743652,0.0272321856977436,0.6732312537648523
30,Store_D,-31.891073100064908,-0.0318910731000649,0.03596872920265726
30,Store_E,90.0407998448294,0.0900407998448293,0.45437224796653003
31,Store_A,276.93783661147484,0.2769378366114748,0.7681738473958359
31,Store_B,92.06304948052949,0.0920630494805294,0.6753821648918644
31,Store_C,34.226124149185274,0.0342261241491852,0.5117415024280829
31,Store_D,-56.447428106521805,-0.0564474281065218,0.05222579158137476
31,Store_E,111.90876641302906,0.111908766413029,0.4803764816477281
32,Store_A,143.15750920957228,0.1431575092095723,0.6329953121202506
32,Store_B,130.2940776117426,0.1302940776117426,0.5645523868880845
32,Store_C,14.90513994660917,0.0149051399466091,0.44479064720146844
32,Store_D,16.50380457654859,0.0165038045765485,0.18907046721293636
32,Store_E,97.3917438300832,0.0973917438300832,0.6293570671392302
33,Store_A,233.3113024981028,0.2333113024981027,0.6355392015396423
33,Store_B,86.81649658772406,0.086816496587724,0.4176153137780073
33,Store_C,33.42066080361213,0.0334206608036121,0.5031044707053043
33,Store_D,49.78901791951678,0.0497890179195167,0.31411124986298083
33,Store_E,112.3344446287455,0.1123344446287455,0.5852134802757161
34,Store_A,129.15380453556668,0.1291538045355666,0.5542900078742018
34,Store_B,77.14955085363647,0.0771495508536364,0.3038673534553202
34,Store_C,53.06309245531754,0.0530630924553175,0.5567191315202547
34,Store_D,146.87545924943163,0.1468754592494316,0.45564780392365584
34,Store_E,147.82998804324305,0.147829988043243,0.6093354652250499
35,Store_A,243.1887132552156,0.2431887132552156,0.5663202115285844
35,Store_B,74.60138342312447,0.0746013834231244,0.11583613526782803
35,Store_C,66.53244985865005,0.06653244985865,0.5991390020025554
35,Store_D,31.57344350215464,0.0315734435021546,0.6304661481442447
35,Store_E,118.07425856100588,0.1180742585610059,0.6013848056127075
36,Store_A,162.48518307667155,0.1624851830766715,0.3874124117213994
36,Store_B,85.39526461764282,0.0853952646176428,0.20655374166079507
36,Store_C,37.50275009365097,0.0375027500936509,0.5883335484040059
36,Store_D,83.78839587538224,0.0837883958753822,0.8290133479961107
36,Store_E,115.12063220761333,0.1151206322076133,0.5266112728691462
37,Store_A,175.51238652516977,0.1755123865251697,0.4890183491301343
37,Store_B,61.411751752709336,0.0614117517527093,0.3285034664999315
37,Store_C,39.02126294848739,0.0390212629484873,0.47272534782582615
37,Store_D,138.00224076881693,0.1380022407688169,0.7211530216525079
37,Store_E,111.91216072000404,0.111912160720004,0.5159755592708387
38,Store_A,69.192463126492,0.069192463126492,0.3771317471107341
38,Store_B,145.28850480102102,0.145288504801021,0.38060169232751534
38,Store_C,18.07709235696387,0.0180770923569638,0.3208935155345089
38,Store_D,220.0309398969226,0.2200309398969226,0.9101073917642529
38,Store_E,84.327871165469,0.084327871165469,0.5319966017216079
39,Store_A,231.07914194598317,0.2310791419459831,0.5352607847778867
39,Store_B,123.37845851928029,0.1233784585192802,0.5122865977497801
39,Store_C,11.70458764136913,0.0117045876413691,0.32092456182591167
39,Store_D,57.285431702090925,0.0572854317020909,0.5977223690269399
39,Store_E,150.369677180817,0.150369677180817,0.5427564205325397
40,Store_A,176.27807799268328,0.1762780779926832,0.5759843144447657
40,Store_B,105.38865884668937,0.1053886588466893,0.5139949527398773
40,Store_C,33.401099601839384,0.0334010996018393,0.315455636297194
40,Store_D,143.974995327732,0.143974995327732,0.4980350905147728
40,Store_E,132.98281951009164,0.1329828195100916,0.6108052229350133
41,Store_A,204.39081682057244,0.2043908168205724,0.47589367522055664
41,Store_B,118.96058011198484,0.1189605801119848,0.45883428282988215
41,Store_C,22.933827236175116,0.0229338272361751,0.3790959619631592
41,Store_D,-53.24022808394459,-0.0532402280839445,0.6320944270702746
41,Store_E,111.27272209430726,0.1112727220943072,0.566813078834776
42,Store_A,154.8621227793551,0.1548621227793551,0.3998464554284387
42,Store_B,98.349689408191,0.098349689408191,0.5201636014514824
42,Store_C,23.602832291647744,0.0236028322916477,0.44441621403716347
42,Store_D,175.05205170171817,0.1750520517017181,0.6343220107136576
42,Store_E,138.14302880743966,0.1381430288074396,0.5109115458102181
43,Store_A,123.32170913158949,0.1233217091315894,0.40454956899528466
43,Store_B,109.2262008981377,0.1092262008981377,0.6308858473644477
43,Store_C,28.08571365610184,0.0280857136561018,0.3533198246084349
43,Store_D,102.4800268697345,0.1024800268697345,0.5559430129534697
43,Store_E,91.41710439369994,0.0914171043936999,0.5655412871041667
44,Store_A,198.1774482273581,0.1981774482273581,0.37051643681971713
44,Store_B,126.23955627587854,0.1262395562758785,0.5713289566140823
44,Store_C,8.858495298517989,0.0088584952985179,0.3342720583266578
44,Store_D,18.781992550991312,0.0187819925509913,0.7690767245251153
44,Store_E,118.91927137724404,0.118919271377244,0.4566135359821021
45,Store_A,164.26067438117283,0.1642606743811728,0.353004103385557
45,Store_B,126.9732481275508,0.1269732481275508,0.6045326846783656
45,Store_C,27.66056065169977,0.0276605606516997,0.4569703930924092
45,Store_D,111.58277189650434,0.1115827718965043,0.605666228865906
45,Store_E,119.97030725036348,0.1199703072503634,0.5007082927296989
46,Store_A,137.5946610734257,0.1375946610734257,0.3504859001605938
46,Store_B,73.99490775450629,0.0739949077545062,0.4569523733671542
46,Store_C,32.05682786494064,0.0320568278649406,0.4914276079218832
46,Store_D,94.9270262650692,0.0949270262650691,0.6783439975773561
46,Store_E,64.13036400523012,0.0641303640052301,0.5548900089219577
47,Store_A,161.25716556388087,0.1612571655638808,0.30939264521679083
47,Store_B,129.77583933044363,0.1297758393304436,0.33179127310936307
47,Store_C,60.30045243300554,0.0603004524330055,0.5193664170307327
47,Store_D,96.68714351282053,0.0966871435128205,0.9392324542670756
47,Store_E,150.42899617029587,0.1504289961702958,0.4392262699762563
48,Store_A,240.7753727849727,0.2407753727849726,0.4588726339667837
48,Store_B,69.87770747678364,0.0698777074767836,0.26466367493321774
48,Store_C,41.52799820678049,0.0415279982067804,0.49711189683309126
48,Store_D,209.1703151919888,0.2091703151919888,0.7238004684119256
48,Store_E,148.83422185246584,0.1488342218524658,0.5829162152196826
49,Store_A,169.9490305586282,0.1699490305586282,0.5098923762373221
49,Store_B,76.45723524010205,0.076457235240102,0.2732202108926963
49,Store_C,15.39440810862881,0.0153944081086288,0.4311450922768804
49,Store_D,108.30948624331158,0.1083094862433115,0.7540852645344969
49,Store_E,80.34480090166764,0.0803448009016676,0.5428932145287377
50,Store_A,202.67678797497172,0.2026767879749717,0.644550696593572
50,Store_B,82.74659178560162,0.0827465917856016,0.27824290949917513
50,Store_C,40.22889173797018,0.0402288917379701,0.37771312717645833
50,Store_D,41.51261637903768,0.0415126163790376,0.6568478601315815
50,Store_E,212.2774346060042,0.2122774346060041,0.534019497025929
51,Store_A,165.01201543703115,0.1650120154370311,0.6536909210837213
51,Store_B,75.73030819981766,0.0757303081998176,0.43050473450851934
51,Store_C,28.525522600603157,0.0285255226006031,0.3779311029200323
51,Store_D,120.94513930749513,0.1209451393074951,0.5357410877927459
51,Store_E,42.29208328667266,0.0422920832866726,0.5028061051241217
52,Store_A,220.31056696509097,0.2203105669650909,0.5757643178246469
52,Store_B,104.433457323374,0.1044334573233739,0.46145441989239894
52,Store_C,2.9378610939431797,0.0029378610939431,0.3581348226213862
52,Store_D,42.821688823445506,0.0428216888234455,0.6439563696091716
52,Store_E,161.88083112505296,0.1618808311250529,0.48313439723006474
53,Store_A,163.41026318994005,0.16341026318994,0.44283574720259833
53,Store_B,104.04794852799732,0.1040479485279973,0.4741474652491235
53,Store_C,3.928444457433851,0.0039284444574338,0.43308486701199267
53,Store_D,138.035479058491,0.138035479058491,0.7941286380859098
53,Store_E,11.12353151680709,0.011123531516807,0.3433747059476865
54,Store_A,108.8450197382936,0.1088450197382936,0.3840354578393697
54,Store_B,87.68140142781763,0.0876814014278176,0.457413512847881
54,Store_C,63.190224486898344,0.0631902244868983,0.5550312023936212
54,Store_D,199.21198282127912,0.1992119828212791,0.6111419910505564
54,Store_E,146.93926777800343,0.1469392677780034,0.4508792474811078
55,Store_A,110.74672981460203,0.110746729814602,0.41385854451454795
55,Store_B,67.42524506751123,0.0674252450675112,0.5024169264286558
55,Store_C,80.70737481511873,0.0807073748151187,0.7250095962270606
55,Store_D,41.822017103458926,0.0418220171034589,0.39862577348869827
55,Store_E,65.58316825455468,0.0655831682545546,0.41196553131689256
56,Store_A,177.7217064961619,0.1777217064961619,0.4650227872429107
56,Store_B,72.19769434344434,0.0721976943434443,0.47263325107550275
56,Store_C,36.128533800794976,0.0361285338007949,0.6883701325617846
56,Store_D,-26.828818771548676,-0.0268288187715486,0.24193338750206653
56,Store_E,101.2722971891915,0.1012722971891915,0.5912657656317682
57,Store_A,128.01069657146724,0.1280106965714672,0.6128529850409261
57,Store_B,45.27584507166435,0.0452758450716643,0.40138424758045294
57,Store_C,-1.941094123454494,-0.0019410941234544,0.6504232944681227
57,Store_D,-50.23674206711612,-0.0502367420671161,0.28078449455875615
57,Store_E,53.87561039169576,0.0538756103916957,0.5556043890070455
58,Store_A,118.34989887550928,0.1183498988755092,0.7087951923929046
58,Store_B,26.187418441489,0.026187418441489,0.3483396580376957
58,Store_C,3.950100928857364,0.0039501009288573,0.594090721752251
58,Store_D,96.33552050256064,0.0963355205025606,0.3018656690425784
58,Store_E,94.18653735471096,0.0941865373547109,0.5984247068837358
59,Store_A,260.9216798994294,0.2609216798994294,0.6069816241307956
59,Store_B,39.22952751802308,0.039229527518023,0.2718456042441531
59,Store_C,77.91923409324802,0.077919234093248,0.6275812231373503
59,Store_D,75.66540135777272,0.0756654013577727,0.439694725502905
59,Store_E,117.97976391945969,0.1179797639194596,0.588284499313105
60,Store_A,200.3168380117041,0.2003168380117041,0.5255211154618908
60,Store_B,50.2358103457771,0.050235810345777,0.28222444656154116
60,Store_C,32.50238568964837,0.0325023856896483,0.6481917487335087
60,Store_D,-75.60154259738142,-0.0756015425973814,0.5907214398787997
60,Store_E,100.94118197458654,0.1009411819745865,0.4730941693582004
61,Store_A,146.50719077522848,0.1465071907752284,0.5684034697426469
61,Store_B,70.25315577341915,0.0702531557734191,0.28373392569763617
61,Store_C,58.38707438384661,0.0583870743838466,0.7209752003175881
61,Store_D,135.4994576069551,0.1354994576069551,0.517460218157687
61,Store_E,119.48650261348254,0.1194865026134825,0.4319739646809776
62,Store_A,179.1261213044859,0.1791261213044859,0.5371719969845906
62,Store_B,71.17165760656749,0.0711716576065674,0.38095538998642153
62,Store_C,58.083531350039785,0.0580835313500397,0.6394653593449813
62,Store_D,159.93649608621658,0.1599364960862165,0.632753714279942
62,Store_E,40.03291539232371,0.0400329153923237,0.3462012462559098
63,Store_A,218.5065445980812,0.2185065445980812,0.5736290112735032
63,Store_B,76.1543982237784,0.0761543982237784,0.3698331045537715
63,Store_C,64.21627987731227,0.0642162798773122,0.671472134395786
63,Store_D,100.65117477607578,0.1006511747760757,0.7566181340410592
63,Store_E,128.48490594237884,0.1284849059423788,0.18282762165492028
64,Store_A,188.9533761170592,0.1889533761170592,0.5285072107310441
64,Store_B,125.34085186241964,0.1253408518624196,0.41913334644579925
64,Store_C,34.20198687524934,0.0342019868752493,0.6380205292034326
64,Store_D,106.42452002195964,0.1064245200219596,0.6802003311669526
64,Store_E,47.207486861193495,0.0472074868611934,0.30282552572861265
65,Store_A,175.3219259096783,0.1753219259096783,0.3792705656531474
65,Store_B,89.18672088751907,0.089186720887519,0.5125578252348884
65,Store_C,58.905084347763314,0.0589050843477633,0.5220270592971697
65,Store_D,129.7036179327503,0.1297036179327503,0.6476515407985386
65,Store_E,103.71793197234122,0.1037179319723412,0.46475181279944977
66,Store_A,113.84201440864584,0.1138420144086458,0.3408979869621633
66,Store_B,99.471815472973,0.099471815472973,0.6420444166332712
66,Store_C,28.31500988473791,0.0283150098847379,0.4349830328519947
66,Store_D,124.22650227925767,0.1242265022792576,0.6433605220146823
66,Store_E,171.68328901310244,0.1716832890131024,0.4266957497318727
67,Store_A,227.14069992882372,0.2271406999288237,0.5508967546161626
67,Store_B,203.67386349600432,0.2036738634960043,0.6582353291098982
67,Store_C,28.419744027288285,0.0284197440272882,0.427203397546842
67,Store_D,95.292750795211,0.095292750795211,0.40941523056477336
67,Store_E,119.4168241794232,0.1194168241794232,0.4107777265958642
68,Store_A,213.97012103770717,0.2139701210377071,0.6938680047278367
68,Store_B,106.07428713695626,0.1060742871369562,0.674775257379104
68,Store_C,28.405482479648867,0.0284054824796488,0.43120333405746786
68,Store_D,55.03373415564589,0.0550337341556458,0.34089835266457985
68,Store_E,36.67237314910367,0.0366723731491036,0.3158227954068849
69,Store_A,195.31694138349096,0.1953169413834909,0.6674512317723064
69,Store_B,71.19895173335587,0.0711989517333558,0.5495892503004743
69,Store_C,13.49706965967613,0.0134970696596761,0.5197335960758778
69,Store_D,34.446086972055866,0.0344460869720558,0.5426070220531841
69,Store_E,44.28298488648041,0.0442829848864804,0.18843993952761867
70,Store_A,153.12638430101472,0.1531263843010147,0.4449909180758482
70,Store_B,68.29284438810029,0.0682928443881003,0.4460903883853549
70,Store_C,79.34056028551527,0.0793405602855152,0.5049910108454357
70,Store_D,220.4532708778937,0.2204532708778936,0.648230303305742
70,Store_E,134.2676193704414,0.1342676193704414,0.456217129113654
71,Store_A,157.53105224492947,0.1575310522449294,0.22902051112732874
71,Store_B,125.12875972654795,0.1251287597265479,0.46143709372591585
71,Store_C,51.92113429486668,0.0519211342948666,0.41756968035495273
71,Store_D,189.9511865641044,0.1899511865641044,0.7646661339730593
71,Store_E,142.1165223698621,0.1421165223698621,0.6249553800303279
72,Store_A,148.2603138684952,0.1482603138684952,0.16596811357764282
72,Store_B,105.69572923353375,0.1056957292335337,0.6226315364349424
72,Store_C,24.75547996071735,0.0247554799607173,0.34903236524580866
72,Store_D,86.72783305251203,0.086727833052512,0.8246889035076695
72,Store_E,146.38893213036644,0.1463889321303664,0.5382423642945778
73,Store_A,147.6968819062828,0.1476968819062828,0.34608797744463965
73,Store_B,150.0952447131388,0.1500952447131388,0.6688848601649375
73,Store_C,39.68527542961777,0.0396852754296177,0.36604148985559437
73,Store_D,227.84123986244265,0.2278412398624426,0.7575139096949038
73,Store_E,72.17626552827498,0.0721762655282749,0.3939344464171561
74,Store_A,217.4540314180171,0.2174540314180171,0.5018544139435949
74,Store_B,180.91512004583277,0.1809151200458327,0.49424863157845134
74,Store_C,41.743219265049355,0.0417432192650493,0.3759288077640902
74,Store_D,193.20159319018404,0.193201593190184,0.7488998745562496
74,Store_E,47.95468514053736,0.0479546851405373,0.43114582770247345
75,Store_A,238.6812826082505,0.2386812826082505,0.6587722116264191
75,Store_B,40.96153078872096,0.0409615307887209,0.4126242920236255
75,Store_C,62.11687637038032,0.0621168763703803,0.4064180970084399
75,Store_D,158.18865189048617,0.1581886518904861,0.6449007669109358
75,Store_E,131.34463330704327,0.1313446333070432,0.43864909369902266
76,Store_A,204.96987491029063,0.2049698749102906,0.5924326591482383
76,Store_B,79.52341932283142,0.0795234193228314,0.4624812994308208
76,Store_C,30.72483588204953,0.0307248358820495,0.46733528329345264
76,Store_D,103.20540287297648,0.1032054028729765,0.3682071297830337
76,Store_E,152.56597434517735,0.1525659743451773,0.6548920084477066
77,Store_A,182.20341202156817,0.1822034120215681,0.6031682705067872
77,Store_B,138.2365643594036,0.1382365643594036,0.593261918829581
77,Store_C,11.692962107289745,0.0116929621072897,0.5188722349929643
77,Store_D,-128.57996566671162,-0.1285799656667116,0.16146969651205795
77,Store_E,33.567237812049775,0.0335672378120497,0.6422356458841862
78,Store_A,103.237482020587,0.103237482020587,0.4742979331916411
78,Store_B,130.1447633518875,0.1301447633518875,0.8006923059127432
78,Store_C,43.46238411081275,0.0434623841108127,0.5259021350576774
78,Store_D,44.53829083493828,0.0445382908349382,0.23504070685112538
78,Store_E,91.16101048890992,0.0911610104889099,0.4377255286228387
79,Store_A,263.6098337692738,0.2636098337692737,0.4922576826854655
79,Store_B,141.44193463380688,0.1414419346338069,0.6965187434279662
79,Store_C,33.41665774064258,0.0334166577406425,0.494524290716376
79,Store_D,45.38575562492436,0.0453857556249243,0.5021262447698779
79,Store_E,32.041441019157915,0.0320414410191579,0.33298481421526993
80,Store_A,141.4301905996745,0.1414301905996745,0.5339425175380714
80,Store_B,118.80740566218444,0.1188074056621844,0.49379599082273834
80,Store_C,49.27011792945841,0.0492701179294584,0.50030348795431
80,Store_D,226.39797132026789,0.2263979713202679,0.5617641101321936
80,Store_E,86.6968787184814,0.0866968787184814,0.43906932341155713
81,Store_A,224.3558034136744,0.2243558034136744,0.6975511327045129
81,Store_B,55.270778406403394,0.0552707784064034,0.3642736764382944
81,Store_C,32.89929675769235,0.0328992967576923,0.47777403824963766
81,Store_D,117.51379800879413,0.1175137980087941,0.5802112133036821
81,Store_E,113.32038291878204,0.113320382918782,0.4187059499908984
82,Store_A,203.6461293576589,0.2036461293576589,0.5849662190779926
82,Store_B,90.7197932697145,0.0907197932697145,0.30691395236381663
82,Store_C,88.17551169308844,0.0881755116930884,0.6188406892001583
82,Store_D,36.554235165449256,0.0365542351654492,0.6591462380414079
82,Store_E,96.84336514787474,0.0968433651478747,0.356014907725781
83,Store_A,226.35891139438897,0.2263589113943889,0.6677012752702971
83,Store_B,95.2148420323145,0.0952148420323144,0.35027312863944715
83,Store_C,50.627193106432806,0.0506271931064328,0.6409106426477488
83,Store_D,139.4812378373347,0.1394812378373347,0.5199905988594783
83,Store_E,68.34765771773709,0.0683476577177371,0.33225059313338345
84,Store_A,146.40135685585187,0.1464013568558518,0.5256201830666457
84,Store_B,70.92589363675889,0.0709258936367588,0.4914060172858632
84,Store_C,57.63707829473678,0.0576370782947367,0.5915067587263004
84,Store_D,102.27372845620114,0.1022737284562011,0.4508180424793721
84,Store_E,55.36064742492432,0.0553606474249243,0.43521803170839474
