store,date,avg_diff,avg_g,total_diff,note
エスパス秋葉原駅前店 ,2024/4/29(⽉),139,4591,69200,マクロスフロンティア4
エスパス秋葉原駅前店 ,2024/4/28(⽇),257,4858,128100,からくりサーカス
エスパス秋葉原駅前店 ,2024/4/27(⼟),-126,4647,-62800,"2024/4/26(⾦) +117 4,353 +58,500 とある科学の超電磁砲"
エスパス秋葉原駅前店 ,2024/4/25(⽊),256,3730,127500,末尾7
エスパス秋葉原駅前店 ,2024/4/24(⽔),231,3140,115100,ストライクウィッチーズ2
エスパス秋葉原駅前店 ,2024/4/23(⽕),306,3157,152200,戦国⼄⼥4 戦乱に閃く炯眼の軍師
エスパス秋葉原駅前店 ,2024/4/22(⽉),72,3516,35800,末尾7
エスパス秋葉原駅前店 ,2024/4/21(⽇),-218,3893,-107500,モンキーターンV
エスパス秋葉原駅前店 ,2024/4/20(⼟),87,5081,43000,Sky Love
エスパス秋葉原駅前店 ,2024/4/19(⾦),-29,3248,-14400,ストライクウィッチーズ2
エスパス秋葉原駅前店 ,2024/4/18(⽊),32,2467,15900,ディスクアップ2
エスパス秋葉原駅前店 ,2024/4/17(⽔),-29,2743,-14400,"2024/4/16(⽕) +96 3,500 +47,500"
エスパス秋葉原駅前店 ,2024/4/15(⽉),42,2848,20900,コードギアス反逆のルルーシュ3 C.C.&Kallen ver.
エスパス秋葉原駅前店 ,2024/4/14(⽇),198,4689,97300,ストライクウィッチーズ2
エスパス秋葉原駅前店 ,2024/4/13(⼟),-378,4066,-186000,L南国育ち
エスパス秋葉原駅前店 ,2024/4/12(⾦),117,2493,57900,"2024/4/11(⽊) +274 3,217 +134,800 末尾6"
エスパス秋葉原駅前店 ,2024/4/10(⽔),58,2650,28900,"2024/4/9(⽕) +22 1,949 +11,100"
エスパス秋葉原駅前店 ,2024/4/8(⽉),-9,2528,-4500,"2024/4/7(⽇) +316 4,137 +155,600"
エスパス秋葉原駅前店 ,2024/4/6(⼟),190,4779,93600,ディスクアップ2
エスパス秋葉原駅前店 ,2024/4/5(⾦),-67,2376,-33000,"2024/4/4(⽊) +124 4,630 +61,080 L主役は銭形４"
エスパス秋葉原駅前店 ,2024/4/3(⽔),-185,2514,-90980,"2024/4/2(⽕) -1 2,263 -900"
エスパス秋葉原駅前店 ,2024/4/1(⽉),216,3610,106200,モンキーターンV
エスパス秋葉原駅前店 ,2024/3/31(⽇),-16,5280,-8200,"2024/3/30(⼟) +34 4,956 +17,100 戦国⼄⼥4 戦乱に閃く炯眼の軍師"
エスパス秋葉原駅前店 ,2024/3/29(⾦),42,3005,20900,コードギアス反逆のルルーシュ3 C.C.&Kallen ver.
エスパス秋葉原駅前店 ,2024/3/28(⽊),223,3265,109700,https://www.slorepo.com/hole/e382a8e382b9e38391e382b9e697a5e68b93e7a78be89189e58e9fe9a785e5898de5ba97code/ 16/17
エスパス秋葉原駅前店 ,2024/3/27(⽔),-41,3105,-20200,モンキーターンV
エスパス秋葉原駅前店 ,2024/3/26(⽕),316,3470,155600,ガールズ&パンツァー 最終章
エスパス秋葉原駅前店 ,2024/3/25(⽉),148,3598,73100,L南国育ち
エスパス秋葉原駅前店 ,2024/3/24(⽇),-127,4314,-62400,モンキーターンV
エスパス秋葉原駅前店 ,2024/3/23(⼟),-213,3692,-105000,"2024/3/22(⾦) +251 2,825 +123,600 L南国育ち"
エスパス秋葉原駅前店 ,2024/3/21(⽊),-178,2506,-87800,"2024/3/20(⽔) +213 4,999 +104,600 とある魔術の禁書⽬録"
エスパス秋葉原駅前店 ,2024/3/19(⽕),333,3850,163900,モンキーターンV
エスパス秋葉原駅前店 ,2024/3/18(⽉),128,2844,63000,"2024/3/17(⽇) +76 4,316 +37,800 キン⾁マン〜7⼈の悪魔超⼈編〜"
エスパス秋葉原駅前店 ,2024/3/16(⼟),2,4822,1400,マクロスフロンティア4
エスパス秋葉原駅前店 ,2024/3/15(⾦),-85,2791,-42200,"2024/3/14(⽊) +56 3,734 +27,900 とある科学の超電磁砲"
エスパス秋葉原駅前店 ,2024/1/3(⽔),223,4921,109895,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス秋葉原駅前店 ,2024/1/2(⽕),44,4052,22077,マクロスデルタ
エスパス秋葉原駅前店 ,2024/1/1(⽉),102,3895,50266,L主役は銭形４
エスパス秋葉原駅前店 ,2023/12/31(⽇),-312,4469,-153320,戦姫絶唱シンフォギア 勇気の歌
エスパス秋葉原駅前店 ,2023/12/30(⼟),344,5207,169119,転⽣したらスライムだった件
エスパス秋葉原駅前店 ,2023/12/29(⾦),10,5059,5050,スロレポについて | プライバシーポリシー
エスパス渋谷駅前新館,10/19(⽇),-104,4165,-44181,ミスタージャグラー
エスパス渋谷駅前新館,10/18(⼟),214,4789,90096,Lアズールレーン THE ANIMATION
エスパス渋谷駅前新館,10/17(⾦),64,3835,27355,主役は銭形5
エスパス渋谷駅前新館,10/16(⽊),-56,3349,-23632,"10/15(⽔) +59 3,944 +24,932 Lアズールレーン THE ANIMATION"
エスパス渋谷駅前新館,10/14(⽕),42,3297,18056,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷駅前新館,10/13(⽉),6,4268,2530,バベル
エスパス渋谷駅前新館,10/12(⽇),76,4710,32276,ウルトラミラクルジャグラー
エスパス渋谷駅前新館,10/11(⼟),377,4870,158915,スマスロ シャーマンキング
エスパス渋谷駅前新館,10/10(⾦),157,4688,66480,スマスロ シャーマンキング
エスパス渋谷駅前新館,10/9(⽊),-6,3416,-2710,"10/8(⽔) -131 3,341 -55,219 末尾4"
エスパス渋谷駅前新館,10/7(⽕),-67,3918,-28263,いざ！番⻑
エスパス渋谷駅前新館,10/6(⽉),101,3211,42523,いざ！番⻑
エスパス渋谷駅前新館,10/5(⽇),378,5498,159155,ハッピージャグラーＶＩＩＩ
エスパス渋谷駅前新館,10/4(⼟),-204,4084,-85910,咲-Saki- 頂上決戦
エスパス渋谷駅前新館,10/3(⾦),-158,3490,-66936,"10/2(⽊) +33 3,177 +14,127"
エスパス渋谷駅前新館,10/1(⽔),80,4293,33929,L東京喰種
エスパス渋谷駅前新館,9/30(⽕),-162,3233,-68494,スマスロモンキーターンV
エスパス渋谷駅前新館,9/29(⽉),196,3747,82590,Lアズールレーン THE ANIMATION
エスパス渋谷駅前新館,9/28(⽇),86,5104,36573,スマスロモンキーターンV
エスパス渋谷駅前新館,9/27(⼟),-40,5716,-16878,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,9/26(⾦),-119,3821,-50280,Lアズールレーン THE ANIMATION
エスパス渋谷駅前新館,9/25(⽊),37,4242,15932,スマスロ スーパーブラックジャック
エスパス渋谷駅前新館,9/24(⽔),-57,3242,-24348,"9/23(⽕) -205 4,477 -86,377 スマスロ スーパーブラックジャック"
エスパス渋谷駅前新館,9/22(⽉),83,5336,35293,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷駅前新館,9/21(⽇),158,4403,66903,ToLOVEるダークネス TRANCE ver.8.7
エスパス渋谷駅前新館,9/20(⼟),237,4998,100194,吉宗
エスパス渋谷駅前新館,9/19(⾦),39,3691,16805,ウルトラミラクルジャグラー
エスパス渋谷駅前新館,9/18(⽊),93,3511,39409,"9/17(⽔) -23 3,892 -10,063"
エスパス渋谷駅前新館,9/16(⽕),33,3574,14272,ハッピージャグラーＶＩＩＩ
エスパス渋谷駅前新館,9/15(⽉),229,4896,96533,ミスタージャグラー
エスパス渋谷駅前新館,9/14(⽇),-191,4402,-80631,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,9/13(⼟),-103,4350,-43657,スマスロ シャーマンキング
エスパス渋谷駅前新館,9/12(⾦),-76,3547,-32168,ToLOVEるダークネス TRANCE ver.8.7
エスパス渋谷駅前新館,9/11(⽊),48,4240,20503,いざ！番⻑
エスパス渋谷駅前新館,9/10(⽔),65,3014,27606,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,9/9(⽕),190,4327,80403,スマスロ シャーマンキング
エスパス渋谷駅前新館,9/8(⽉),4,3704,1685,ToLOVEるダークネス TRANCE ver.8.7
エスパス渋谷駅前新館,9/7(⽇),-280,4765,-117978,Lゴジラ
エスパス渋谷駅前新館,9/6(⼟),-4,4708,-1982,L⿇雀物語
エスパス渋谷駅前新館,9/5(⾦),171,4858,72159,スマスロ マギアレコード 魔法少⼥まどか☆マギカ外伝
エスパス渋谷駅前新館,9/4(⽊),160,3546,67728,https://www.slorepo.com/hole/e382a8e382b9e38391e382b9e697a5e68b93e6b88be8b0b7e9a785e5898de696b0e9a4a8code/ 2/17
エスパス渋谷駅前新館,9/3(⽔),-94,3778,-39961,Lアズールレーン THE ANIMATION
エスパス渋谷駅前新館,9/2(⽕),204,3762,85932,ネオアイムジャグラーEX
エスパス渋谷駅前新館,9/1(⽉),97,4062,41097,ミスタージャグラー
エスパス渋谷駅前新館,8/31(⽇),-125,4152,-52708,チバリヨ2
エスパス渋谷駅前新館,8/30(⼟),-263,4220,-111096,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,8/29(⾦),218,3504,91990,吉宗
エスパス渋谷駅前新館,8/28(⽊),152,3468,64173,スマスロ ゴッドイーター リザレクション
エスパス渋谷駅前新館,8/27(⽔),101,4260,42910,ToLOVEるダークネス TRANCE ver.8.7
エスパス渋谷駅前新館,8/26(⽕),133,3263,56271,アズールレーン THE ANIMATION
エスパス渋谷駅前新館,8/25(⽉),198,3672,83455,末尾5
エスパス渋谷駅前新館,8/24(⽇),-117,4358,-49331,Lパチスロ炎炎ノ消防隊
エスパス渋谷駅前新館,8/23(⼟),105,5180,44539,スマスロ バイオハザード5
エスパス渋谷駅前新館,8/22(⾦),-47,5009,-20007,A-SLOT+ ディスクアップ ULTRAREMIX
エスパス渋谷駅前新館,8/21(⽊),131,2814,55512,"8/20(⽔) +150 3,300 +63,496"
エスパス渋谷駅前新館,8/19(⽕),-70,3413,-29889,沖ドキ！BLACK
エスパス渋谷駅前新館,8/18(⽉),-31,3206,-13253,Lパチスロ炎炎ノ消防隊
エスパス渋谷駅前新館,8/17(⽇),-8,4019,-3578,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷駅前新館,8/16(⼟),-159,3536,-67182,"8/15(⾦) -225 4,488 -94,968 回胴黙⽰録カイジ 狂宴"
エスパス渋谷駅前新館,8/14(⽊),-212,3619,-89515,いざ！番⻑
エスパス渋谷駅前新館,8/13(⽔),-211,3702,-89146,アズールレーン THE ANIMATION
エスパス渋谷駅前新館,8/12(⽕),-48,3186,-20553,咲-Saki- 頂上決戦
エスパス渋谷駅前新館,8/11(⽉),406,5328,171092,吉宗
エスパス渋谷駅前新館,8/10(⽇),-66,4050,-27901,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷駅前新館,8/9(⼟),-4,3668,-1697,アズールレーン THE ANIMATION
エスパス渋谷駅前新館,8/8(⾦),405,4731,170628,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,8/7(⽊),-97,3762,-41145,アズールレーン THE ANIMATION
エスパス渋谷駅前新館,8/6(⽔),152,3076,64166,Lルパン三世 ⼤航海者の秘宝
エスパス渋谷駅前新館,8/5(⽕),426,4618,179682,ダーリン・イン・ザ・フランキス
エスパス渋谷駅前新館,8/4(⽉),51,3427,21656,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,8/3(⽇),311,4541,130332,スマスロ シャーマンキング
エスパス渋谷駅前新館,8/2(⼟),-181,4147,-76070,"8/1(⾦) +61 3,579 +25,789"
エスパス渋谷駅前新館,7/31(⽊),-269,2798,-112857,"7/30(⽔) -97 2,984 -40,864"
エスパス渋谷駅前新館,7/29(⽕),200,3283,83875,"7/28(⽉) +95 3,763 +40,163 Lパチスロ かぐや様は告らせたい"
エスパス渋谷駅前新館,7/27(⽇),179,5178,75045,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷駅前新館,7/26(⼟),406,5007,170495,L⿇雀物語
エスパス渋谷駅前新館,7/25(⾦),-40,4004,-16930,ToLOVEるダークネス TRANCE ver.8.7
エスパス渋谷駅前新館,7/24(⽊),-77,2953,-32648,吉宗
エスパス渋谷駅前新館,7/23(⽔),-184,2983,-77125,⽇付 平均差枚 平均G数 総差枚 優秀機種・末尾
エスパス渋谷駅前新館,7/22(⽕),322,4440,135276,スマスロ ゴッドイーター リザレクション
エスパス渋谷駅前新館,7/21(⽉),-60,4350,-25371,L少⼥☆歌劇 レヴュースタァライト -The SLOT-
エスパス渋谷駅前新館,7/20(⽇),50,4570,21094,"7/19(⼟) -156 4,378 -65,599 L戦国⼄⼥４ 戦乱に閃く炯眼の軍師"
エスパス渋谷駅前新館,7/18(⾦),-103,3175,-43264,"7/17(⽊) +46 3,609 +19,549 いざ！番⻑"
エスパス渋谷駅前新館,7/16(⽔),-109,3097,-45835,"7/15(⽕) +184 4,203 +77,232 吉宗"
エスパス渋谷駅前新館,7/14(⽉),-83,3380,-35172,いざ！番⻑
エスパス渋谷駅前新館,7/13(⽇),-72,4730,-30319,Lゴジラ
エスパス渋谷駅前新館,7/12(⼟),-155,4250,-65007,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,7/11(⾦),242,4548,101489,Lゴジラ
エスパス渋谷駅前新館,7/10(⽊),-84,3232,-35420,スマスロ ゴッドイーター リザレクション
エスパス渋谷駅前新館,7/9(⽔),-118,2853,-49730,"7/8(⽕) +138 2,830 +58,226"
エスパス渋谷駅前新館,7/7(⽉),-142,6247,-59859,スマスロ シャーマンキング
エスパス渋谷駅前新館,7/6(⽇),2,4625,1118,L⿇雀物語
エスパス渋谷駅前新館,7/5(⼟),651,6405,272920,Lゴジラ
エスパス渋谷駅前新館,7/4(⾦),36,3602,15245,ウルトラミラクルジャグラー
エスパス渋谷駅前新館,7/3(⽊),69,3526,29206,Lパチスロからくりサーカス
エスパス渋谷駅前新館,7/2(⽔),-86,3399,-36224,"7/1(⽕) +37 4,848 +15,787 L少⼥☆歌劇 レヴュースタァライト -The SLOT-"
エスパス渋谷駅前新館,6/30(⽉),-174,3073,-73077,スマスロ ゴッドイーター リザレクション
エスパス渋谷駅前新館,6/29(⽇),329,4785,138105,Lゴジラ
エスパス渋谷駅前新館,6/28(⼟),144,5110,60485,スマスロ バイオハザード5
エスパス渋谷駅前新館,6/27(⾦),76,4207,32249,デビル メイ クライ5 スタイリッシュトライブ
エスパス渋谷駅前新館,6/26(⽊),53,3128,22271,"6/25(⽔) -76 4,043 -31,945"
エスパス渋谷駅前新館,6/24(⽕),-105,3205,-44050,"6/23(⽉) +21 3,228 +8,976 Lパチスロ かぐや様は告らせたい"
エスパス渋谷駅前新館,6/22(⽇),313,5412,131230,スマスロ バイオハザード5
エスパス渋谷駅前新館,6/21(⼟),-414,3869,-173654,"6/20(⾦) -193 3,201 -80,989"
エスパス渋谷駅前新館,6/19(⽊),-12,3329,-5094,デビル メイ クライ5 スタイリッシュトライブ
エスパス渋谷駅前新館,6/18(⽔),-23,3162,-9956,"6/17(⽕) -10 3,692 -4,363 末尾1"
エスパス渋谷駅前新館,6/16(⽉),-83,3371,-34780,スマスロ 七つの魔剣が⽀配する
エスパス渋谷駅前新館,6/15(⽇),424,5104,177870,ギルティクラウン2
エスパス渋谷駅前新館,6/14(⼟),391,5338,163885,デビル メイ クライ5 スタイリッシュトライブ
エスパス渋谷駅前新館,6/13(⾦),35,3676,14939,吉宗
エスパス渋谷駅前新館,6/12(⽊),84,3366,35607,"6/11(⽔) -44 4,452 -18,785 ウルトラミラクルジャグラー"
エスパス渋谷駅前新館,6/10(⽕),55,3439,23394,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,6/9(⽉),-12,3114,-5310,"6/8(⽇) +74 4,250 +31,296 吉宗"
エスパス渋谷駅前新館,6/7(⼟),41,4567,17210,スマスロ 七つの魔剣が⽀配する
エスパス渋谷駅前新館,6/6(⾦),286,4956,120018,緑ドン VIVA!情熱南⽶編 REVIVAL
エスパス渋谷駅前新館,6/5(⽊),388,4678,162970,L東京喰種
エスパス渋谷駅前新館,6/4(⽔),-116,3342,-48972,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,6/3(⽕),-29,3327,-12261,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,6/2(⽉),-122,3714,-51293,"6/1(⽇) -14 5,168 -6,243 Lゴジラ"
エスパス渋谷駅前新館,5/31(⼟),-175,4712,-73697,L ToLOVEるダークネス
エスパス渋谷駅前新館,5/30(⾦),29,3582,12294,"5/29(⽊) -13 3,651 -5,830"
エスパス渋谷駅前新館,5/28(⽔),142,3740,59548,スマスロ シャーマンキング
エスパス渋谷駅前新館,5/27(⽕),157,4575,66051,L東京喰種
エスパス渋谷駅前新館,5/26(⽉),144,3264,60471,スマスロ マギアレコード 魔法少⼥まどか☆マギカ外伝
エスパス渋谷駅前新館,5/25(⽇),-84,4917,-35318,Lパチスロ炎炎ノ消防隊
エスパス渋谷駅前新館,5/24(⼟),388,5466,162645,L⿇雀物語
エスパス渋谷駅前新館,5/23(⾦),-177,3255,-74168,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷駅前新館,5/22(⽊),172,4481,72157,スマスロ シャーマンキング
エスパス渋谷駅前新館,5/21(⽔),-4,3068,-1721,"5/20(⽕) +20 3,378 +8,419 スマスロ ゴッドイーター リザレクション"
エスパス渋谷駅前新館,5/19(⽉),-85,3255,-36010,"5/18(⽇) -15 3,953 -6,627"
エスパス渋谷駅前新館,5/17(⼟),-2,4659,-955,"5/16(⾦) -66 3,408 -27,905 ウルトラミラクルジャグラー"
エスパス渋谷駅前新館,5/15(⽊),-115,3923,-48441,"5/14(⽔) -102 3,013 -42,844"
エスパス渋谷駅前新館,5/13(⽕),-17,3309,-7160,"5/12(⽉) -67 3,159 -28,413 ようこそ実⼒⾄上主義の教室へ"
エスパス渋谷駅前新館,5/11(⽇),428,5551,179507,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,5/10(⼟),58,4368,24688,末尾0
エスパス渋谷駅前新館,5/9(⾦),73,3564,30990,"5/8(⽊) -47 3,284 -19,865 吉宗"
エスパス渋谷駅前新館,5/7(⽔),-23,3464,-9678,吉宗
エスパス渋谷駅前新館,5/6(⽕),-82,3661,-34580,スマスロ 七つの魔剣が⽀配する
エスパス渋谷駅前新館,5/5(⽉),104,5923,43655,スマスロ シャーマンキング
エスパス渋谷駅前新館,5/4(⽇),-142,4145,-59555,Lゴジラ
エスパス渋谷駅前新館,5/3(⼟),-287,3953,-120627,Lパチスロ ダンベル何キロ持てる？
エスパス渋谷駅前新館,5/2(⾦),-40,3706,-16987,吉宗
エスパス渋谷駅前新館,5/1(⽊),-93,5022,-39293,L ToLOVEるダークネス
エスパス渋谷駅前新館,4/30(⽔),52,3745,21807,ゴジラ
エスパス渋谷駅前新館,4/29(⽕),-150,4650,-62899,ゴジラ
エスパス渋谷駅前新館,4/28(⽉),249,4802,104585,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,4/27(⽇),104,5260,43841,スマスロ シャーマンキング
エスパス渋谷駅前新館,4/26(⼟),-61,4348,-25959,Sister Quest
エスパス渋谷駅前新館,4/25(⾦),-14,3938,-5918,吉宗
エスパス渋谷駅前新館,4/24(⽊),205,3515,86241,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,4/23(⽔),-109,2909,-45968,"4/22(⽕) +65 4,635 +27,240"
エスパス渋谷駅前新館,4/21(⽉),-173,3194,-72654,"4/20(⽇) -89 4,288 -37,494 ミスタージャグラー"
エスパス渋谷駅前新館,4/19(⼟),307,5071,129012,Lルパン三世 ⼤航海者の秘宝
エスパス渋谷駅前新館,4/18(⾦),-167,3217,-70391,ゴジラ
エスパス渋谷駅前新館,4/17(⽊),89,3413,37437,ゴジラ
エスパス渋谷駅前新館,4/16(⽔),20,3033,8465,"4/15(⽕) -78 3,837 -32,945 Lパチスロ炎炎ノ消防隊"
エスパス渋谷駅前新館,4/14(⽉),157,3116,66047,マギアレコード 魔法少⼥まどか☆マギカ外伝
エスパス渋谷駅前新館,4/13(⽇),5,4127,2239,"4/12(⼟) -37 4,529 -15,824 Sister Quest"
エスパス渋谷駅前新館,4/11(⾦),153,4669,64487,スマスロ 七つの魔剣が⽀配する
エスパス渋谷駅前新館,4/10(⽊),-214,3083,-89794,"4/9(⽔) +23 2,975 +9,675 末尾ゾロ⽬"
エスパス渋谷駅前新館,4/8(⽕),-107,3078,-45173,"4/7(⽉) -48 3,434 -20,455 Sister Quest"
エスパス渋谷駅前新館,4/6(⽇),15,4285,6420,ウルトラミラクルジャグラー
エスパス渋谷駅前新館,4/5(⼟),188,5463,79059,スマスロ モンスターハンターライズ
エスパス渋谷駅前新館,4/4(⾦),164,4834,68885,L東京喰種
エスパス渋谷駅前新館,4/3(⽊),-113,3096,-47660,"4/2(⽔) -112 2,749 -47,313"
エスパス渋谷駅前新館,4/1(⽕),272,3784,114206,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,3/31(⽉),-77,3508,-32511,Lルパン三世 ⼤航海者の秘宝
エスパス渋谷駅前新館,3/30(⽇),66,4561,27788,スマスロ スーパーブラックジャック
エスパス渋谷駅前新館,3/29(⼟),-46,4489,-19299,Lパチスロ炎炎ノ消防隊
エスパス渋谷駅前新館,3/28(⾦),34,3751,14648,スマスロ ゴッドイーター リザレクション
エスパス渋谷駅前新館,3/27(⽊),407,4294,170645,スマスロ 七つの魔剣が⽀配する
エスパス渋谷駅前新館,3/26(⽔),-2,2877,-1150,"3/25(⽕) -87 3,709 -36,518"
エスパス渋谷駅前新館,3/24(⽉),106,2767,44551,"3/23(⽇) -155 4,064 -64,994 チバリヨ2"
エスパス渋谷駅前新館,3/22(⼟),268,5595,112457,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,3/21(⾦),-259,3098,-108554,"3/20(⽊) -189 3,966 -79,593 L ToLOVEるダークネス"
エスパス渋谷駅前新館,3/19(⽔),-19,2842,-8000,"3/18(⽕) +17 3,105 +7,226"
エスパス渋谷駅前新館,3/17(⽉),-103,3364,-43555,"3/16(⽇) -468 3,770 -196,450 スマスロ シャーマンキング"
エスパス渋谷駅前新館,3/15(⼟),-276,4385,-116036,スマスロ シャーマンキング
エスパス渋谷駅前新館,3/14(⾦),-45,3166,-18950,"3/13(⽊) -109 3,157 -46,034"
エスパス渋谷駅前新館,3/12(⽔),-120,3193,-50349,チバリヨ2
エスパス渋谷駅前新館,3/11(⽕),387,4687,162507,押忍！番⻑4
エスパス渋谷駅前新館,3/10(⽉),4,3643,1694,L東京喰種
エスパス渋谷駅前新館,3/9(⽇),459,4202,192403,Sister Quest
エスパス渋谷駅前新館,3/8(⼟),322,5087,134928,末尾4
エスパス渋谷駅前新館,3/7(⾦),-259,3568,-108555,スマスロ スーパーブラックジャック
エスパス渋谷駅前新館,3/6(⽊),-121,2970,-51007,L サラリーマン⾦太郎
エスパス渋谷駅前新館,3/5(⽔),341,4737,143059,ハッピージャグラーＶＩＩＩ
エスパス渋谷駅前新館,3/4(⽕),102,2859,43036,末尾7
エスパス渋谷駅前新館,3/3(⽉),346,5079,145030,Lパチスロ炎炎ノ消防隊
エスパス渋谷駅前新館,3/2(⽇),-226,4228,-94960,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,3/1(⼟),310,4938,129903,スマスロ モンスターハンターライズ
エスパス渋谷駅前新館,2/28(⾦),148,3303,62022,"2/27(⽊) +52 4,960 +21,851 Lパチスロ炎炎ノ消防隊"
エスパス渋谷駅前新館,2/26(⽔),10,3136,4465,"2/25(⽕) -152 3,577 -63,787"
エスパス渋谷駅前新館,2/24(⽉),-77,3966,-32655,"2/23(⽇) -260 4,209 -109,057"
エスパス渋谷駅前新館,2/22(⼟),140,5709,58957,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,2/21(⾦),-53,3097,-22280,東京喰種
エスパス渋谷駅前新館,2/20(⽊),-122,2940,-51284,"2/19(⽔) +12 2,916 +5,300 東京喰種"
エスパス渋谷駅前新館,2/18(⽕),-212,3066,-88919,"2/17(⽉) +8 3,392 +3,445"
エスパス渋谷駅前新館,2/16(⽇),-459,4485,-192579,"2/15(⼟) +131 4,512 +55,059 東京喰種"
エスパス渋谷駅前新館,2/14(⾦),-200,3403,-83968,Lルパン三世 ⼤航海者の秘宝
エスパス渋谷駅前新館,2/13(⽊),-59,3341,-25025,ありふれた職業で世界最強
エスパス渋谷駅前新館,2/12(⽔),-11,3009,-4826,押忍！番⻑4
エスパス渋谷駅前新館,2/11(⽕),594,5851,248915,スマスロモンキーターンV
エスパス渋谷駅前新館,2/10(⽉),-67,3503,-28477,Lゴジラ対エヴァンゲリオン
エスパス渋谷駅前新館,2/9(⽇),89,4923,37503,Lルパン三世 ⼤航海者の秘宝
エスパス渋谷駅前新館,2/8(⼟),72,5213,30573,末尾3
エスパス渋谷駅前新館,2/7(⾦),-45,3595,-18859,シャーマンキング
エスパス渋谷駅前新館,2/6(⽊),85,3461,35965,ありふれた職業で世界最強
エスパス渋谷駅前新館,2/5(⽔),39,5229,16733,Lパチスロ炎炎ノ消防隊
エスパス渋谷駅前新館,2/4(⽕),-358,3103,-150349,"2/3(⽉) +160 3,792 +67,243"
エスパス渋谷駅前新館,2/2(⽇),455,5674,184628,⼀⽅通⾏ とある魔術の禁書⽬録
エスパス渋谷駅前新館,2/1(⼟),114,5207,46369,L⽝夜叉2
エスパス渋谷駅前新館,1/31(⾦),-141,3495,-57390,"1/29(⽔) -28 3,167 -11,457"
エスパス渋谷駅前新館,1/28(⽕),-129,3265,-52565,https://www.slorepo.com/hole/e382a8e382b9e38391e382b9e697a5e68b93e6b88be8b0b7e9a785e5898de696b0e9a4a8code/ 8/17
エスパス渋谷駅前新館,1/27(⽉),329,5796,133545,スマスロ ゴッドイーター リザレクション
エスパス渋谷駅前新館,1/26(⽇),-210,4363,-85399,L サラリーマン⾦太郎
エスパス渋谷駅前新館,1/25(⼟),1,4956,714,"1/24(⾦) -128 3,626 -52,227"
エスパス渋谷駅前新館,1/23(⽊),91,3297,36861,Lルパン三世 ⼤航海者の秘宝
エスパス渋谷駅前新館,1/22(⽔),286,4537,116228,スマスロ頭⽂字D 2nd
エスパス渋谷駅前新館,1/21(⽕),-113,2975,-45990,"1/20(⽉) -48 3,336 -19,608 チバリヨ2"
エスパス渋谷駅前新館,1/19(⽇),-212,4047,-86149,サラリーマン⾦太郎〜MAX〜
エスパス渋谷駅前新館,1/18(⼟),281,5319,114031,スマスロ痛いのは嫌なので防御⼒に極振りしたいと思います。
エスパス渋谷駅前新館,1/17(⾦),-109,3654,-44233,L 真・⼀騎当千
エスパス渋谷駅前新館,1/16(⽊),-192,2690,-78038,"1/15(⽔) -103 3,574 -41,803"
エスパス渋谷駅前新館,1/14(⽕),-20,3047,-8454,サラリーマン⾦太郎〜MAX〜
エスパス渋谷駅前新館,1/13(⽉),-88,3886,-36015,"1/12(⽇) +182 4,523 +73,853 L戦国⼄⼥４ 戦乱に閃く炯眼の軍師"
エスパス渋谷駅前新館,1/11(⼟),280,5904,113689,末尾2
エスパス渋谷駅前新館,1/10(⾦),-196,3633,-79713,"1/9(⽊) +98 2,933 +40,045"
