store,date,avg_diff,avg_g,total_diff,note
エスパス新宿歌舞伎町店,2024/6/22(⼟),150,5396,98200,ゴジラ対エヴァンゲリオン
エスパス新宿歌舞伎町店,2024/6/21(⾦),105,3697,69300,新⻤武者2
エスパス新宿歌舞伎町店,2024/6/20(⽊),29,3078,19100,コードギアス 反逆のルルーシュ/復活のルルーシュ
エスパス新宿歌舞伎町店,2024/6/19(⽔),134,3105,88100,主役は銭形4
エスパス新宿歌舞伎町店,2024/6/18(⽕),337,3859,220900,⾰命機ヴァルヴレイヴ
エスパス新宿歌舞伎町店,2024/6/17(⽉),-122,5377,-79800,バジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス新宿歌舞伎町店,2024/6/16(⽇),7,5176,4900,主役は銭形4
エスパス新宿歌舞伎町店,2024/6/15(⼟),10,5076,6800,バジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス新宿歌舞伎町店,2024/6/14(⾦),53,3206,34900,"2024/6/13(⽊) -9 2,771 -6,100 この素晴らしい世界に祝福を！"
エスパス新宿歌舞伎町店,2024/6/12(⽔),-97,2864,-63500,"2024/6/11(⽕) +63 4,160 +41,600 とある魔術の禁書⽬録"
エスパス新宿歌舞伎町店,2024/6/10(⽉),0,3304,100,ToLOVEるダークネス
エスパス新宿歌舞伎町店,2024/6/9(⽇),52,4653,34400,戦姫絶唱シンフォギア 勇気の歌
エスパス新宿歌舞伎町店,2024/6/8(⼟),-121,4719,-79500,ニューパルサーSP4 with 太⿎の達⼈
エスパス新宿歌舞伎町店,2024/6/7(⾦),64,4726,42000,コードギアス 反逆のルルーシュ/復活のルルーシュ
エスパス新宿歌舞伎町店,2024/6/6(⽊),278,6036,182000,からくりサーカス
エスパス新宿歌舞伎町店,2024/6/5(⽔),-56,3532,-36900,主役は銭形4
エスパス新宿歌舞伎町店,2024/6/4(⽕),-25,3058,-16400,ガールズ&パンツァー 最終章
エスパス新宿歌舞伎町店,2024/6/3(⽉),75,3339,49700,チバリヨ2
エスパス新宿歌舞伎町店,2024/6/2(⽇),176,5100,115300,ファンキージャグラー2
エスパス新宿歌舞伎町店,2024/6/1(⼟),-18,5415,-12200,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス新宿歌舞伎町店,2024/5/31(⾦),-114,3054,-74800,とある魔術の禁書⽬録
エスパス新宿歌舞伎町店,2024/5/30(⽊),153,3016,100300,"2024/5/29(⽔) +124 2,959 +81,200"
エスパス新宿歌舞伎町店,2024/5/28(⽕),-82,2829,-53700,スマスロキングパルサー
エスパス新宿歌舞伎町店,2024/5/27(⽉),175,4946,114500,バイオハザード RE:2
エスパス新宿歌舞伎町店,2024/5/26(⽇),285,5405,186700,スマスロ炎炎ノ消防隊
エスパス新宿歌舞伎町店,2024/5/25(⼟),-38,5302,-25000,マクロスフロンティア4
エスパス新宿歌舞伎町店,2024/5/24(⾦),11,4727,7300,ガールズ&パンツァー 最終章
エスパス新宿歌舞伎町店,2024/5/23(⽊),503,5165,329500,マイジャグラーV
エスパス新宿歌舞伎町店,2024/5/22(⽔),-24,4694,-16000,ソードアート・オンライン
エスパス新宿歌舞伎町店,2024/5/21(⽕),156,3984,102200,"2024/5/20(⽉) -14 2,723 -9,200 バイオハザード RE:2"
エスパス新宿歌舞伎町店,2024/5/19(⽇),-157,3837,-102900,ソードアート・オンライン
エスパス新宿歌舞伎町店,2024/5/18(⼟),35,4435,23500,この素晴らしい世界に祝福を！
エスパス新宿歌舞伎町店,2024/5/17(⾦),284,5053,186100,バジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス新宿歌舞伎町店,2024/5/16(⽊),108,3937,70700,ジャグラーガールズ
エスパス新宿歌舞伎町店,2024/5/15(⽔),131,3687,85900,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス新宿歌舞伎町店,2024/5/14(⽕),158,2826,103900,とある魔術の禁書⽬録
エスパス新宿歌舞伎町店,2024/5/13(⽉),52,2559,34600,コードギアス 反逆のルルーシュ/復活のルルーシュ
エスパス新宿歌舞伎町店,2024/5/12(⽇),261,5231,170800,からくりサーカス
エスパス新宿歌舞伎町店,2024/5/11(⼟),-82,4898,-53700,ストライク・ザ・ブラッド
エスパス新宿歌舞伎町店,2024/5/10(⾦),74,3020,49000,HEY！エリートサラリーマン鏡
エスパス新宿歌舞伎町店,2024/5/9(⽊),-61,2774,-40100,"2024/5/8(⽔) +7 2,807 +4,800"
エスパス新宿歌舞伎町店,2024/5/7(⽕),288,4817,188500,ウルトラマンティガ
エスパス新宿歌舞伎町店,2024/5/6(⽉),90,5590,59400,甲鉄城のカバネリ
エスパス新宿歌舞伎町店,2024/5/5(⽇),61,5852,40300,"2024/5/4(⼟) -163 4,078 -107,100 HEY！エリートサラリーマン鏡"
エスパス新宿歌舞伎町店,2024/5/3(⾦),-159,4666,-104100,マクロスフロンティア4
エスパス新宿歌舞伎町店,2024/5/2(⽊),116,5061,75900,⾰命機ヴァルヴレイヴ
エスパス新宿歌舞伎町店,2024/5/1(⽔),206,4823,135100,コードギアス 反逆のルルーシュ/復活のルルーシュ
エスパス新宿歌舞伎町店,2024/4/30(⽕),169,3720,110600,ソードアート・オンライン
エスパス新宿歌舞伎町店,2024/4/29(⽉),-67,3972,-44200,コードギアス 反逆のルルーシュ/復活のルルーシュ
エスパス新宿歌舞伎町店,2024/4/28(⽇),-118,4283,-77800,ソードアート・オンライン
エスパス新宿歌舞伎町店,2024/4/27(⼟),121,5947,79400,主役は銭形4
エスパス新宿歌舞伎町店,2024/4/26(⾦),84,4169,55100,ラブ嬢3〜Wご指名はいかがですか?〜
エスパス新宿歌舞伎町店,2024/4/25(⽊),50,4100,33100,ダンジョンに出会いを求めるのは間違っているだろうか2
エスパス新宿歌舞伎町店,2024/4/24(⽔),207,5288,135600,スマスロキングパルサー
エスパス新宿歌舞伎町店,2024/4/23(⽕),185,4729,121600,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス新宿歌舞伎町店,2024/4/22(⽉),133,4039,87600,モンキーターンV
エスパス新宿歌舞伎町店,2024/4/21(⽇),-103,4542,-67500,HEY！エリートサラリーマン鏡
エスパス新宿歌舞伎町店,2024/4/20(⼟),-51,4492,-33700,HEY！エリートサラリーマン鏡
エスパス新宿歌舞伎町店,2024/4/19(⾦),158,4328,103600,忍魂参 〜奥義皆伝ノ章〜
エスパス新宿歌舞伎町店,2024/4/18(⽊),47,2501,31000,主役は銭形4
エスパス新宿歌舞伎町店,2024/4/17(⽔),321,4904,209500,ガールズ&パンツァー 最終章
エスパス新宿歌舞伎町店,2024/4/16(⽕),-31,3930,-20400,戦国⼄⼥4 戦乱に閃く炯眼の軍師
エスパス新宿歌舞伎町店,2024/4/15(⽉),164,3558,107000,モンキーターンV
エスパス新宿歌舞伎町店,2024/4/14(⽇),-61,3960,-40200,ガメラ2
エスパス新宿歌舞伎町店,2024/4/13(⼟),-6,4535,-4300,仮⾯ライダー 7RIDERS
エスパス新宿歌舞伎町店,2024/4/12(⾦),136,2952,89200,ゴジラ対エヴァンゲリオン
エスパス新宿歌舞伎町店,2024/4/11(⽊),53,3850,35000,"2024/4/10(⽔) +88 2,955 +57,600 忍魂参 〜奥義皆伝ノ章〜"
エスパス新宿歌舞伎町店,2024/4/9(⽕),123,2365,80700,"2024/4/8(⽉) +3 2,843 +2,500 ゴジラ対エヴァンゲリオン"
エスパス新宿歌舞伎町店,2024/4/7(⽇),-30,5630,-20100,GI優駿倶楽部⻩⾦
エスパス新宿歌舞伎町店,2024/4/6(⼟),236,5629,154100,ゴブリンスレイヤー
エスパス新宿歌舞伎町店,2024/4/5(⾦),94,3316,61900,モンキーターンV
エスパス新宿歌舞伎町店,2024/4/4(⽊),233,5306,152240,Lゴジラ対エヴァンゲリオン
エスパス新宿歌舞伎町店,2024/4/3(⽔),13,2791,9000,甲鉄城のカバネリ
エスパス新宿歌舞伎町店,2024/4/2(⽕),-10,4297,-6800,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス新宿歌舞伎町店,2024/4/1(⽉),138,3948,90600,HEY！エリートサラリーマン鏡
エスパス新宿歌舞伎町店,2024/3/31(⽇),170,4964,111000,チバリヨ2
エスパス新宿歌舞伎町店,2024/3/30(⼟),-59,4606,-38700,ストライクウィッチーズ2
エスパス新宿歌舞伎町店,2024/3/29(⾦),-78,2654,-51200,"2024/3/28(⽊) +33 2,790 +21,800"
エスパス新宿歌舞伎町店,2024/3/27(⽔),149,5285,97600,ストライクウィッチーズ2
エスパス新宿歌舞伎町店,2024/3/26(⽕),87,3893,56900,末尾6
エスパス新宿歌舞伎町店,2024/3/25(⽉),80,3540,52600,チバリヨ2
エスパス新宿歌舞伎町店,2024/3/24(⽇),236,5307,154100,キングハナハナ-30
エスパス新宿歌舞伎町店,2024/3/23(⼟),144,5742,94200,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス新宿歌舞伎町店,2024/3/22(⾦),229,4162,149900,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス新宿歌舞伎町店,2024/3/21(⽊),2,3938,1800,ソードアート・オンライン
エスパス新宿歌舞伎町店,2024/3/20(⽔),508,5470,331700,マクロスフロンティア4
エスパス新宿歌舞伎町店,2024/3/19(⽕),35,2734,23400,ゴジラ対エヴァンゲリオン
エスパス新宿歌舞伎町店,2024/3/18(⽉),-69,2855,-45500,"2024/3/17(⽇) -139 1,654 -90,900"
エスパス新宿歌舞伎町店,2024/3/16(⼟),-169,5224,-110400,"2024/3/15(⾦) +45 3,529 +29,600"
エスパス新宿歌舞伎町店,2024/3/14(⽊),-18,2521,-12100,スマスロキングパルサー
エスパス新宿歌舞伎町店,2024/2/25(⽇),116,4992,76054,Lスマスロ キン⾁マン〜７⼈の悪魔超⼈編〜
エスパス新宿歌舞伎町店,2024/2/24(⼟),147,5932,96363,Sky Love
エスパス新宿歌舞伎町店,2024/2/23(⾦),292,6878,190637,Lソードアート・オンライン
エスパス新宿歌舞伎町店,2024/2/22(⽊),61,5949,40330,Lスマスロ転⽣したらスライムだった件
エスパス新宿歌舞伎町店,2024/2/21(⽔),106,4500,69158,https://www.slorepo.com/hole/e382a8e382b9e38391e382b9e697a5e68b93e696b0e5aebfe6ad8ce8889ee4bc8ee794bae5ba97code/ 18/19
エスパス新宿歌舞伎町店,2024/2/19(⽉),-42,2671,-27450,"2024/2/18(⽇) +89 3,813 +58,255 Lラブ嬢3〜Wご指名はいかがですか?〜"
エスパス新宿歌舞伎町店,2024/2/17(⼟),466,6833,303879,Lパチスロ マクロスフロンティア4
エスパス新宿歌舞伎町店,2024/2/16(⾦),38,4330,24794,Re:ゼロから始める異世界⽣活
エスパス新宿歌舞伎町店,2024/1/3(⽔),-123,4073,-79788,"2024/1/2(⽕) +145 4,735 +93,440 回胴式遊技機グランベルム"
エスパス新宿歌舞伎町店,2024/1/1(⽉),23,4560,15134,押忍！番⻑ＺＥＲＯ
エスパス新宿歌舞伎町店,2023/12/31(⽇),-26,3396,-16948,"2023/12/30(⼟) -85 4,384 -55,228 末尾9"
エスパス新宿歌舞伎町店,2023/12/29(⾦),-69,4487,-44663,Lスマスロ キン⾁マン〜７⼈の悪魔超⼈編〜
エスパス上野本館,10/19(⽇),90,2995,32996,主役は銭形5
エスパス上野本館,10/18(⼟),-197,3135,-72137,"10/17(⾦) -122 2,481 -44,814"
エスパス上野本館,10/16(⽊),47,1939,17418,"10/15(⽔) +145 3,276 +53,148"
エスパス上野本館,10/14(⽕),146,2466,53650,新⻤武者3
エスパス上野本館,10/13(⽉),-166,2783,-61055,主役は銭形5
エスパス上野本館,10/12(⽇),-74,3372,-27323,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス上野本館,10/11(⼟),227,4842,83293,吉宗
エスパス上野本館,10/10(⾦),8,2762,3096,キングハナハナ-30
エスパス上野本館,10/9(⽊),43,1778,16074,"10/8(⽔) -40 2,081 -14,833"
エスパス上野本館,10/7(⽕),69,2386,25459,"10/6(⽉) -48 2,305 -17,654"
エスパス上野本館,10/5(⽇),180,3826,65981,ファンキージャグラー２ＫＴ
エスパス上野本館,10/4(⼟),265,5080,97066,L聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス上野本館,10/3(⾦),-135,2452,-49415,"10/2(⽊) -81 1,884 -29,675"
エスパス上野本館,10/1(⽔),-60,2290,-22269,L東京喰種
エスパス上野本館,9/30(⽕),-35,2165,-13010,"9/29(⽉) -24 2,028 -9,016"
エスパス上野本館,9/28(⽇),22,2836,8063,"9/27(⼟) -198 3,531 -72,806"
エスパス上野本館,9/26(⾦),-38,2104,-13982,"9/25(⽊) +247 2,815 +90,488"
エスパス上野本館,9/24(⽔),-11,2292,-4356,"9/23(⽕) -312 2,864 -114,271"
エスパス上野本館,9/22(⽉),158,4102,57877,末尾4
エスパス上野本館,9/21(⽇),48,5243,17655,チバリヨ2
エスパス上野本館,9/20(⼟),-88,3443,-32379,スマスロ スーパーブラックジャック
エスパス上野本館,9/19(⾦),4,1979,1548,"9/18(⽊) -103 1,697 -37,892"
エスパス上野本館,9/17(⽔),-10,2302,-3734,"9/16(⽕) +163 1,828 +60,011 L東京喰種"
エスパス上野本館,9/15(⽉),140,4341,51297,ウルトラミラクルジャグラー
エスパス上野本館,9/14(⽇),5,4745,1863,ダーリン・イン・ザ・フランキス
エスパス上野本館,9/13(⼟),459,4984,168031,ヱヴァンゲリヲン 〜約束の扉〜
エスパス上野本館,9/12(⾦),-121,2156,-44311,"9/11(⽊) +18 2,687 +6,588"
エスパス上野本館,9/10(⽔),-14,1951,-5244,"9/9(⽕) +136 3,309 +49,963 末尾8"
エスパス上野本館,9/8(⽉),5,1982,2163,https://www.slorepo.com/hole/e382a8e382b9e38391e382b9e697a5e68b93e4b88ae9878ee69cace9a4a8code/ 2/17
エスパス上野本館,9/7(⽇),-101,3419,-36982,咲-Saki- 頂上決戦
エスパス上野本館,9/6(⼟),180,5410,66160,Lパチスロ炎炎ノ消防隊
エスパス上野本館,9/5(⾦),-70,2825,-25912,"9/4(⽊) -26 2,721 -9,613"
エスパス上野本館,9/3(⽔),-19,2140,-7263,"9/2(⽕) -57 2,138 -21,147"
エスパス上野本館,9/1(⽉),128,2461,47044,ネオアイムジャグラーEX
エスパス上野本館,8/31(⽇),-134,3514,-49145,Lアズールレーン THE ANIMATION
エスパス上野本館,8/30(⼟),118,3567,43525,ダーリン・イン・ザ・フランキス
エスパス上野本館,8/29(⾦),17,2077,6260,"8/28(⽊) -33 1,969 -12,369"
エスパス上野本館,8/27(⽔),-122,2272,-44708,"8/26(⽕) -202 1,945 -73,970"
エスパス上野本館,8/25(⽉),40,3217,14682,"8/24(⽇) -42 4,138 -15,637"
エスパス上野本館,8/23(⼟),-100,3208,-36876,"8/22(⾦) +350 3,937 +128,357 スマスロ マギアレコード 魔法少⼥まどか☆マギカ外伝"
エスパス上野本館,8/21(⽊),459,5674,168002,スマスロ バイオハザード5
エスパス上野本館,8/20(⽔),84,1925,30971,"8/19(⽕) +79 1,737 +29,228 アズールレーン THE ANIMATION"
エスパス上野本館,8/18(⽉),-92,1865,-34037,"8/17(⽇) -191 3,263 -70,194"
エスパス上野本館,8/16(⼟),-220,3561,-80789,吉宗
エスパス上野本館,8/15(⾦),176,3761,64535,沖ドキ!ゴージャス 30Φ
エスパス上野本館,8/14(⽊),210,4410,76958,沖ドキ!ゴージャス 30Φ
エスパス上野本館,8/13(⽔),-113,2651,-41449,沖ドキ!ゴージャス 30Φ
エスパス上野本館,8/12(⽕),-146,2970,-53670,スマスロ ゴッドイーター リザレクション
エスパス上野本館,8/11(⽉),-45,4209,-16624,スマスロ スーパーブラックジャック
エスパス上野本館,8/10(⽇),7,2942,2697,スマート沖スロ ドラゴンハナハナ〜閃光〜
エスパス上野本館,8/9(⼟),34,4479,12644,回胴黙⽰録カイジ 狂宴
エスパス上野本館,8/8(⾦),60,3178,22175,スマスロ マギアレコード 魔法少⼥まどか☆マギカ外伝
エスパス上野本館,8/7(⽊),200,2976,73459,沖ドキ！BLACK
エスパス上野本館,8/6(⽔),-68,2181,-24906,"8/5(⽕) -71 2,983 -26,343"
エスパス上野本館,8/4(⽉),222,3428,81535,L東京喰種
エスパス上野本館,8/3(⽇),-123,2942,-45045,いざ！番⻑
エスパス上野本館,8/2(⼟),293,5437,107531,L ToLOVEるダークネス
エスパス上野本館,8/1(⾦),-78,2194,-28877,"7/31(⽊) +13 2,565 +5,088"
エスパス上野本館,7/30(⽔),53,1993,19472,"7/29(⽕) -68 2,090 -25,076"
エスパス上野本館,7/28(⽉),46,1973,17149,"7/27(⽇) -81 3,585 -29,820 L東京喰種"
エスパス上野本館,7/26(⼟),206,5187,75555,L東京喰種
エスパス上野本館,7/25(⾦),51,2895,18905,"7/24(⽊) +100 2,623 +36,848"
エスパス上野本館,7/23(⽔),-30,1900,-11124,⽇付 平均差枚 平均G数 総差枚 優秀機種・末尾
エスパス上野本館,7/22(⽕),241,3384,88472,チバリヨ2
エスパス上野本館,7/21(⽉),54,5279,19955,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス上野本館,7/20(⽇),-267,3164,-97995,ToLOVEるダークネス TRANCE ver.8.7
エスパス上野本館,7/19(⼟),-82,4702,-30298,L ToLOVEるダークネス
エスパス上野本館,7/18(⾦),-24,442,-9094,"7/17(⽊) -14 2,701 -5,404"
エスパス上野本館,7/16(⽔),34,2045,12743,"7/15(⽕) +138 3,088 +50,647 ミスタージャグラー"
エスパス上野本館,7/14(⽉),103,3025,37950,マイジャグラーV
エスパス上野本館,7/13(⽇),-270,2823,-99139,沖ドキ!ゴージャス 30Φ
エスパス上野本館,7/12(⼟),386,5018,141277,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス上野本館,7/11(⾦),76,3122,27870,吉宗
エスパス上野本館,7/10(⽊),18,1917,6850,"7/9(⽔) +25 1,800 +9,384 スマスロ マギアレコード 魔法少⼥まどか☆マギカ外伝"
エスパス上野本館,7/8(⽕),-96,1968,-35381,Lパチスロ かぐや様は告らせたい
エスパス上野本館,7/7(⽉),51,5061,18792,Lパチスロ ダンベル何キロ持てる？
エスパス上野本館,7/6(⽇),-109,3015,-40003,吉宗
エスパス上野本館,7/5(⼟),273,5343,100152,ミスタージャグラー
エスパス上野本館,7/4(⾦),-96,2600,-35300,"7/3(⽊) +30 2,145 +11,079"
エスパス上野本館,7/2(⽔),-18,2008,-6806,"7/1(⽕) -69 1,924 -25,588"
エスパス上野本館,6/30(⽉),-94,1992,-34732,"6/29(⽇) -276 2,989 -101,134"
エスパス上野本館,6/28(⼟),-113,3951,-41500,Lパチスロ かぐや様は告らせたい
エスパス上野本館,6/27(⾦),189,2378,69470,吉宗
エスパス上野本館,6/26(⽊),-69,2244,-25270,吉宗
エスパス上野本館,6/25(⽔),-10,3112,-3754,"6/24(⽕) -11 2,254 -4,148"
エスパス上野本館,6/23(⽉),-86,1791,-31577,Lパチスロ ダンベル何キロ持てる？
エスパス上野本館,6/22(⽇),317,4314,116280,Lパチスロからくりサーカス
エスパス上野本館,6/21(⼟),632,5373,231602,Lパチスロからくりサーカス
エスパス上野本館,6/20(⾦),-109,2314,-40202,"6/19(⽊) +21 1,933 +7,824"
エスパス上野本館,6/18(⽔),-20,1753,-7561,"6/17(⽕) +18 2,790 +6,667"
エスパス上野本館,6/16(⽉),13,1976,4984,"6/15(⽇) +104 4,198 +38,415"
エスパス上野本館,6/14(⼟),95,5522,34806,緑ドン VIVA!情熱南⽶編 REVIVAL
エスパス上野本館,6/13(⾦),-81,2235,-29721,"6/12(⽊) +76 1,964 +27,820"
エスパス上野本館,6/11(⽔),-11,2909,-4320,"6/10(⽕) -82 2,031 -30,161 沖ドキ!ゴージャス 30Φ"
エスパス上野本館,6/9(⽉),-77,1861,-28374,"6/8(⽇) -156 2,729 -57,200 L⿇雀物語"
エスパス上野本館,6/7(⼟),280,5105,102494,スマスロ モンスターハンターライズ
エスパス上野本館,6/6(⾦),138,3609,50871,スマスロ ゴッドイーター リザレクション
エスパス上野本館,6/5(⽊),130,3283,47855,"6/4(⽔) +12 2,810 +4,610 Lいざ!番⻑"
エスパス上野本館,6/3(⽕),100,1873,36612,"6/2(⽉) +43 2,366 +15,962"
エスパス上野本館,6/1(⽇),-154,3427,-54369,Lパチスロ かぐや様は告らせたい
エスパス上野本館,5/31(⼟),-100,3702,-35619,"5/30(⾦) -20 2,134 -7,213"
エスパス上野本館,5/29(⽊),-62,2125,-22190,"5/28(⽔) -27 2,001 -9,812"
エスパス上野本館,5/27(⽕),191,2907,67488,吉宗
エスパス上野本館,5/26(⽉),-186,2138,-65788,"5/25(⽇) +254 4,371 +89,861 ジャグラーガールズSS"
エスパス上野本館,5/24(⼟),-256,3901,-90550,スマスロ バイオハザード5
エスパス上野本館,5/23(⾦),-159,2238,-56325,"5/22(⽊) +134 3,214 +47,630 スマスロ スーパーブラックジャック"
エスパス上野本館,5/21(⽔),465,4912,164281,スマスロ モンスターハンターライズ
エスパス上野本館,5/20(⽕),27,1991,9766,"5/19(⽉) -52 2,057 -18,516"
エスパス上野本館,5/18(⽇),-168,2926,-59533,スマスロ スーパーブラックジャック
エスパス上野本館,5/17(⼟),448,5025,158158,スマスロ モンスターハンターライズ
エスパス上野本館,5/16(⾦),38,2100,13508,L⿇雀物語
エスパス上野本館,5/15(⽊),232,3416,82103,新ハナビ
エスパス上野本館,5/14(⽔),98,2126,34750,スマスロ スーパーブラックジャック
エスパス上野本館,5/13(⽕),-142,2186,-50230,"5/12(⽉) -144 2,103 -51,050"
エスパス上野本館,5/11(⽇),79,4376,28009,スマスロ ゴッドイーター リザレクション
エスパス上野本館,5/10(⼟),386,5302,136391,バーサスリヴァイズ
エスパス上野本館,5/9(⾦),-89,1956,-31572,"5/8(⽊) +94 2,253 +33,264"
エスパス上野本館,5/7(⽔),56,3140,19792,沖ドキ！BLACK
エスパス上野本館,5/6(⽕),-31,3536,-11041,L⿇雀物語
エスパス上野本館,5/5(⽉),10,5479,3775,チバリヨ2
エスパス上野本館,5/4(⽇),-103,3801,-36649,スマスロ痛いのは嫌なので防御⼒に極振りしたいと思います。
エスパス上野本館,5/3(⼟),73,5472,25885,Sister Quest
エスパス上野本館,5/2(⾦),-2,2642,-911,L⿇雀物語
エスパス上野本館,5/1(⽊),17,3020,6124,A-SLOT+ ディスクアップ ULTRAREMIX
エスパス上野本館,4/30(⽔),-327,2788,-115766,"4/29(⽕) -257 3,535 -90,837"
エスパス上野本館,4/28(⽉),-79,2663,-28018,"4/27(⽇) +288 4,026 +101,961"
エスパス上野本館,4/26(⼟),-201,4810,-71056,スマスロ痛いのは嫌なので防御⼒に極振りしたいと思います。
エスパス上野本館,4/25(⾦),165,3545,58247,マギアレコード 魔法少⼥まどか☆マギカ外伝
エスパス上野本館,4/24(⽊),34,2031,12298,"4/23(⽔) +19 1,969 +7,030"
エスパス上野本館,4/22(⽕),302,3576,106740,末尾1
エスパス上野本館,4/21(⽉),336,4589,118681,アイドルマスター ミリオンライブ！ ネクストプロローグ
エスパス上野本館,4/20(⽇),-44,3216,-15804,マギアレコード 魔法少⼥まどか☆マギカ外伝
エスパス上野本館,4/19(⼟),301,5472,106452,ミスタージャグラー
エスパス上野本館,4/18(⾦),-40,2233,-14432,"4/17(⽊) -122 2,505 -43,241"
エスパス上野本館,4/16(⽔),-8,2144,-2958,L東京喰種
エスパス上野本館,4/15(⽕),181,3396,63958,L東京喰種
エスパス上野本館,4/14(⽉),-26,2575,-9450,バイオハザード5
エスパス上野本館,4/13(⽇),-33,2868,-11963,スマスロ痛いのは嫌なので防御⼒に極振りしたいと思います。
エスパス上野本館,4/12(⼟),328,5555,115963,スターハナハナ-30
エスパス上野本館,4/11(⾦),136,3171,48244,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス上野本館,4/10(⽊),-40,2079,-14228,L東京喰種
エスパス上野本館,4/9(⽔),-120,2226,-42666,"4/8(⽕) -15 2,169 -5,491 ゴジラ"
エスパス上野本館,4/7(⽉),-53,3145,-18831,ゴジラ
エスパス上野本館,4/6(⽇),-143,3290,-50548,スマスロ ゴッドイーター リザレクション
エスパス上野本館,4/5(⼟),217,5539,76734,Sister Quest
エスパス上野本館,4/4(⾦),139,3471,49201,末尾ゾロ⽬
エスパス上野本館,4/3(⽊),-105,1823,-37302,"4/2(⽔) -26 1,851 -9,396"
エスパス上野本館,4/1(⽕),-53,2203,-18781,"3/31(⽉) +26 2,406 +9,211 スマスロ痛いのは嫌なので防御⼒に極振りしたいと思います。"
エスパス上野本館,3/30(⽇),-174,3134,-61761,L東京喰種
エスパス上野本館,3/29(⼟),55,3393,19463,"3/28(⾦) -181 2,295 -64,040"
エスパス上野本館,3/27(⽊),94,2582,33260,L東京喰種
エスパス上野本館,3/26(⽔),-250,2500,-88560,"3/25(⽕) +94 3,376 +33,241"
エスパス上野本館,3/24(⽉),-250,2318,-88252,"3/23(⽇) +83 2,659 +29,443 L東京喰種"
エスパス上野本館,3/22(⼟),84,5194,29801,Lパチスロ ありふれた職業で世界最強
エスパス上野本館,3/21(⾦),325,5156,114965,押忍！番⻑4
エスパス上野本館,3/20(⽊),-15,3355,-5508,"3/19(⽔) -125 1,572 -44,215"
エスパス上野本館,3/18(⽕),17,1855,6142,A-SLOT+ ディスクアップ ULTRAREMIX
エスパス上野本館,3/17(⽉),-177,2530,-62740,"3/16(⽇) -74 2,567 -26,135"
エスパス上野本館,3/15(⼟),274,4666,96898,スマスロ ゴッドイーター リザレクション
エスパス上野本館,3/14(⾦),-67,2922,-23690,"3/13(⽊) +2 1,924 +845"
エスパス上野本館,3/12(⽔),-67,1856,-23740,"3/11(⽕) +309 3,287 +109,395 バイオハザード5"
エスパス上野本館,3/10(⽉),-63,2267,-22368,バイオハザード5
エスパス上野本館,3/9(⽇),-20,2990,-7082,A-SLOT+ ディスクアップ ULTRAREMIX
エスパス上野本館,3/8(⼟),582,5137,205656,Lパチスロ ありふれた職業で世界最強
エスパス上野本館,3/7(⾦),20,2833,7266,"3/6(⽊) -53 2,226 -18,760"
エスパス上野本館,3/5(⽔),2,3559,799,"3/4(⽕) -65 1,906 -23,195"
エスパス上野本館,3/3(⽉),263,4069,92851,スマスロ スーパーブラックジャック
エスパス上野本館,3/2(⽇),-311,3042,-109784,スマスロ シャーマンキング
エスパス上野本館,3/1(⼟),517,5049,182565,スマスロ頭⽂字D 2nd
エスパス上野本館,2/28(⾦),68,2320,24142,"2/27(⽊) -119 2,436 -42,347"
エスパス上野本館,2/26(⽔),-23,2476,-8206,"2/25(⽕) -8 3,798 -3,007"
エスパス上野本館,2/24(⽉),-82,3691,-29262,ディスクアップ ULTRAREMIX
エスパス上野本館,2/23(⽇),-90,4075,-32115,スマスロ痛いのは嫌なので防御⼒に極振りしたいと思います。
エスパス上野本館,2/22(⼟),409,5137,144663,スマスロ ゴッドイーター リザレクション
エスパス上野本館,2/21(⾦),222,4582,78415,Lパチスロ ダンベル何キロ持てる？
エスパス上野本館,2/20(⽊),-4,2102,-1413,"2/19(⽔) -151 2,115 -53,416 新ハナビ"
エスパス上野本館,2/18(⽕),-17,2217,-6212,"2/17(⽉) -110 2,691 -38,941"
エスパス上野本館,2/16(⽇),36,3521,12733,東京喰種
エスパス上野本館,2/15(⼟),122,4824,43119,スマスロモンキーターンV
エスパス上野本館,2/14(⾦),19,2996,6744,"2/13(⽊) +1 2,060 +582"
エスパス上野本館,2/12(⽔),21,1901,7663,"2/11(⽕) -47 4,424 -16,930 Lパチスロ ダンベル何キロ持てる？"
エスパス上野本館,2/10(⽉),-175,2870,-61926,シャーマンキング
エスパス上野本館,2/9(⽇),-117,3603,-41627,スーパーブラックジャック
