distribution,m,oracle_final_avg,vcg_final_avg,plugin_final_avg
uniform,4,0.0,0.0,0.0
uniform,4,0.6913936689242494,0.3977904879026041,0.6662966531800821
uniform,4,0.6913936689242494,0.3977904879026041,0.6662966531800821
uniform,4,0.6913936689242494,0.3977904879026041,0.6662966531800821
