round,regret1_mean,regret1_std,regret2_mean,regret2_std
0,0.5909090909090909,0.0,0.0,0.0
1,0.8818181818181818,0.17707448122421945,0.008181818181818182,0.02454545454545455
2,1.209090909090909,0.1829961838557983,0.02727272727272727,0.05879100272861951
3,1.581818181818182,0.27955099772774644,0.06090909090909091,0.09347342889831946
4,1.7163636363636363,0.42937201885836995,0.07909090909090909,0.089406265200581
5,1.8918181818181814,0.5128505654470304,0.08181818181818182,0.09095958193820383
6,2.1381818181818177,0.5213586827061173,0.08181818181818182,0.09095958193820383
7,2.259090909090909,0.5189667101857225,0.08636363636363638,0.08783959418567117
8,2.409090909090909,0.5019136931504268,0.10333333333333335,0.10257877888214174
9,2.4754545454545456,0.6148311600528235,0.12696969696969695,0.11126165192125315
10,2.5672727272727274,0.7296461272934848,0.1433333333333333,0.13375312702848852
11,2.874545454545454,0.7627895737910275,0.1412121212121212,0.13233926959643777
12,3.1681818181818175,0.7414777516543211,0.14606060606060606,0.16533240024618948
13,3.306363636363636,0.7307536017333621,0.15212121212121213,0.16419545341995095
14,3.3545454545454554,0.695213862095389,0.14666666666666667,0.1515587815969605
15,3.437272727272729,0.7886325648323491,0.15272727272727274,0.14400285682300334
16,3.5372727272727302,0.7954877915130317,0.15272727272727274,0.14400285682300334
17,3.651818181818183,0.6697729971927765,0.1524242424242424,0.14245035221665228
18,3.7763636363636386,0.6416301553062694,0.14757575757575755,0.14546117409138448
19,3.8054545454545474,0.6622426211413749,0.16393939393939397,0.14528683513247134
20,3.8381818181818206,0.670546834942379,0.17303030303030303,0.15239411715072454
21,3.9054545454545484,0.5285595582444554,0.18015151515151517,0.1490534105343423
22,4.0772727272727325,0.5583661229629979,0.18090909090909096,0.1485238044136437
23,4.162727272727276,0.5686499889363882,0.18348484848484853,0.14851337079181984
24,4.294545454545459,0.5714589130079217,0.1810606060606061,0.14642236415110782
25,4.373636363636368,0.5657212174452767,0.1913636363636364,0.14781240748098914
26,4.452727272727278,0.6475612227350247,0.19621212121212123,0.14255514616094955
27,4.479090909090916,0.6168441409423242,0.20439393939393943,0.1434048287317455
28,4.591818181818186,0.5543882042321382,0.20500000000000002,0.14310291236089778
29,4.804545454545458,0.5872649872836391,0.2083333333333334,0.147384995866024
30,4.796363636363639,0.5793013746269072,0.21060606060606063,0.14827598173168177
31,4.841818181818185,0.5808543152436639,0.21060606060606063,0.14827598173168177
32,5.004545454545459,0.7178278759592202,0.20090909090909093,0.1561241412298158
33,5.203636363636365,0.6996953292105088,0.19515151515151516,0.16053285924716978
34,5.311818181818184,0.8710784614203277,0.18909090909090914,0.17184890965679583
35,5.488181818181821,0.784657107824492,0.20348484848484852,0.16576069189913425
36,5.479545454545457,0.6835651860915367,0.21530303030303033,0.17271457954424166
37,5.509545454545457,0.694233777044934,0.21530303030303033,0.17271457954424166
38,5.543181818181822,0.7409599815205062,0.2171212121212122,0.17594301867893175
39,5.5650000000000075,0.7403150155940709,0.2171212121212122,0.17594301867893175
40,5.637727272727281,0.6770379397794678,0.21681818181818188,0.17592788248231364
41,5.6913636363636435,0.7006621720478731,0.21681818181818188,0.17592788248231364
42,5.775000000000008,0.8079901858908113,0.21287878787878797,0.1843052748660069
43,5.870454545454551,0.7247206643406211,0.21015151515151526,0.17966407026750575
44,5.893181818181825,0.7186858128004612,0.21015151515151526,0.17966407026750575
45,6.000454545454553,0.8315485156527527,0.20863636363636368,0.18304641961955223
46,6.073181818181827,0.7720811469791622,0.21196969696969706,0.17801637598652426
47,6.126818181818189,0.7911035549855279,0.21378787878787886,0.17409671114101888
48,6.191363636363644,0.8261041946969296,0.21378787878787886,0.17409671114101888
