mc_run,regret1,regret2,utility1,utility2,win_rate1,win_rate2
77,2.4191919192065257,84.93434343435891,305.7424242424178,242.4999999999932,0.5204,0.4796
78,6.565656565666757,75.80303030303622,401.641414141383,353.7929292929222,0.5043,0.4957
79,3.6363636363740284,81.06060606061857,364.32323232323176,313.16161616161423,0.4935,0.5065
80,3.828282828297347,71.49494949495204,366.616161616157,328.7070707070789,0.4944,0.5056
81,6.237373737385155,76.28787878788631,412.17171717167815,359.2929292929107,0.5138,0.4862
82,2.601010101018005,83.29797979800406,353.1363636363652,292.1363636363494,0.5181,0.4819
83,3.181818181827566,85.38383838386306,352.0707070707072,289.10101010099544,0.5185,0.4815
84,3.2676767676964573,85.06565656567841,324.95454545453447,260.9545454545328,0.5217,0.4783
85,4.575757575766829,77.75757575759286,356.555555555556,307.1111111111043,0.5068,0.4932
86,4.419191919207492,72.74242424242641,366.04545454544893,328.5909090909177,0.4871,0.5129
87,3.0050505050646166,85.52020202023044,342.1464646464598,276.5404040403853,0.5218,0.4782
88,2.575757575776322,88.07070707072847,327.52525252524254,258.33333333332115,0.5247,0.4753
89,4.25252525253444,78.40404040405514,359.32323232323284,310.84848484848055,0.5036,0.4964
90,5.595959595971465,76.79797979800799,343.23232323232065,291.70707070705237,0.5144,0.4856
91,3.752525252540181,84.09595959598823,337.8636363636306,274.14646464644557,0.5253,0.4747
92,4.040404040419617,79.86868686871435,334.525252525246,276.83838383836587,0.5173,0.4827
93,4.828282828293311,80.95959595962307,344.2424242424231,287.3434343434171,0.5201,0.4799
94,6.363636363649221,67.76767676767548,364.4646464646435,333.1212121212242,0.4905,0.5095
95,2.9898989899129447,84.6060606060887,340.9090909090861,277.3535353535169,0.5234,0.4766
96,2.9242424242582956,83.67171717174432,337.41919191918515,272.4494949494773,0.5233,0.4767
97,4.909090909099348,76.23232323234578,351.4141414141425,300.3939393939269,0.5039,0.4961
98,3.9646464646539243,78.70202020204306,351.83333333333536,298.22727272725996,0.5104,0.4896
99,3.9747474747572937,78.71212121214228,354.2272727272725,301.3080808080699,0.5082,0.4918
