round,regret1_mean,regret1_std,regret2_mean,regret2_std
0,0.0,0.0,0.0,0.0
1,3.2050505050505045,2.191051124483171,3.3727272727272726,2.2462268695469167
2,4.316161616161616,2.7572928777835948,5.003535353535351,2.750761690620221
3,5.153030303030305,3.1210605615191995,7.033838383838387,3.812598497793467
4,5.956565656565655,3.5356119674663646,8.625252525252524,4.271554511068122
5,6.810606060606061,3.985142126651864,9.834848484848486,5.0784070425666785
6,7.536868686868684,4.111228096268187,11.304545454545455,5.75659682888258
7,8.28131313131313,4.128450114377474,12.459090909090907,5.861722840923973
8,8.802020202020199,4.241829443633326,14.132323232323227,6.04698545209522
9,9.292424242424243,4.299409814448522,15.675252525252525,6.443322845781509
10,9.754040404040401,4.497126104488676,17.1530303030303,7.079153162563353
11,10.225757575757575,4.67371486089589,18.741919191919195,7.632902638144916
12,10.545959595959594,4.801714097024555,20.12878787878788,8.01006399102353
13,11.034848484848483,4.9044824723511695,21.341919191919192,8.25749777555616
14,11.081818181818182,5.048551036142372,22.855555555555547,8.489102529054597
15,11.45505050505051,5.376507293824013,24.091414141414152,8.80378942524506
16,11.530808080808082,5.305390023331302,25.467171717171723,9.06915009640233
17,11.68989898989899,5.232851753658591,26.83787878787879,8.896902651950615
18,11.974242424242423,5.3463268364150025,27.81111111111111,8.824228838280881
19,12.30050505050505,5.579111561689163,29.17121212121214,9.075573751813135
20,12.425252525252526,5.801915832183577,30.266161616161618,9.234367120640343
21,12.695959595959598,5.76500398011358,31.31212121212122,9.053939925844324
22,12.93686868686869,5.942439673787563,32.198989898989915,9.142581598536006
23,13.337373737373738,6.142758359004251,32.94444444444445,9.382284776415203
24,13.644949494949493,6.33928342845523,33.961616161616206,9.318882073822245
25,13.86060606060606,6.653132573725476,34.60000000000001,9.332933438457433
26,13.997979797979806,6.6503654390883735,35.516161616161625,9.356705235497882
27,14.37727272727273,6.668074747992242,36.44040404040405,9.17605324014708
28,14.576262626262634,6.7409766349740465,37.357575757575766,9.489709170721895
29,14.659090909090919,6.729510862410527,38.38080808080809,9.514545167152342
30,14.789393939393953,6.730790686159519,39.66818181818184,9.54714659526171
31,15.045959595959603,6.716617638726091,40.42676767676771,9.493381492601308
