mc_run,regret1,regret2,utility1,utility2,win_rate1,win_rate2
0,61.23181818215198,6.016666666666788,5916.868181818557,0.7015151515151508,0.9922,0.0078
1,59.8454545457771,3.5651515151514808,5911.054545454929,0.5212121212121206,0.992,0.008
2,62.99545454578856,5.172727272727356,5909.404545454919,0.768181818181817,0.99,0.01
3,68.94090909126135,6.4590909090910715,5901.0590909094435,1.1590909090909085,0.9886,0.0114
4,61.68181818216999,5.642424242424355,5911.318181818536,0.7575757575757566,0.9918,0.0082
5,64.58636363668666,4.12575757575759,5908.713636364022,0.5924242424242412,0.9922,0.0078
6,73.07727272762986,5.463636363636463,5897.822727273075,0.8409090909090897,0.9895,0.0105
7,64.30454545490011,6.712121212121367,5908.6954545458075,0.692424242424241,0.9904,0.0096
8,61.895454545777284,4.845454545454624,5914.40454545493,0.9499999999999988,0.9915,0.0085
9,60.50909090942878,5.242424242424363,5907.990909091275,1.2484848484848485,0.9909,0.0091
