round,bid1_mean,bid1_std,bid2_mean,bid2_std
0,0.27753434930136045,0.0,0.7475116858594187,1.1102230246251565e-16
1,0.1449346046351549,0.062106670611277115,0.37224571831181164,0.23666235349019996
2,0.09223111204055312,0.06199775145097238,0.28314836585584047,0.1648475854954809
3,0.13316042011933962,0.08531898054810806,0.36469509522232246,0.16577186213631592
4,0.08914739704831579,0.048341800426709707,0.31788123206749025,0.19040300112956188
5,0.11690083197845183,0.08084280960940705,0.3843267152549942,0.11655628599534457
6,0.14885933280709335,0.08016335598113924,0.3050451728153588,0.1155121949908778
7,0.10316428337666732,0.05384819991051803,0.25370093580683306,0.10408911179307588
8,0.15783014005723833,0.0738736453675486,0.26955724429476013,0.10297953777543459
9,0.1250306260488957,0.10387789532707355,0.33600272748226406,0.17324525827236442
10,0.10933171336114197,0.07542074819970633,0.2499256242620885,0.10765663467081422
11,0.16932398684648658,0.0744158066096757,0.24313006348154836,0.06844047374680734
12,0.1760520922840953,0.07018304114921979,0.38810202679973865,0.15566740769396775
13,0.1567087891509702,0.0691752867099159,0.2650268704410667,0.09384971937899608
14,0.14801831962739223,0.07501116779592942,0.36545015753127147,0.14735133334521588
15,0.11746150743158587,0.05297492996324928,0.3412881636449064,0.09674231229368317
16,0.10568732291577058,0.07936132784873114,0.23633450270100814,0.0945517713027525
17,0.1267126524082979,0.07209423027256971,0.33373754055541727,0.15194585445034786
18,0.12390927514262758,0.09109725290017973,0.286923677400585,0.13902171472255398
19,0.11409745471278152,0.08450264505183241,0.3299622290106728,0.09278668214813354
20,0.13932785010381427,0.058483180101711496,0.3337375405554173,0.11657340450832396
21,0.14072953873664945,0.07926967483433048,0.25445599811578196,0.10320074964685955
22,0.14016886328351535,0.08069637231016565,0.3427982882628042,0.1259031023817511
23,0.14437392918202083,0.06845351335654722,0.23935475193680383,0.06795980246654613
24,0.1839015486279722,0.05095981630181442,0.2604964965873732,0.12499645463884962
25,0.17212736411215687,0.08910330788694876,0.3012698612706143,0.03841924420174502
26,0.11017272654084306,0.07588872225230531,0.2823933035468916,0.056118961638143255
27,0.14157055191635054,0.08476450526396243,0.2491705619531396,0.02943774817136646
28,0.19371336905781827,0.05371156714850105,0.32694197977487705,0.08609366001180763
29,0.18446222408110624,0.07042896088233346,0.30429011050640997,0.08805787726527298
30,0.09895921747816186,0.06774725278524865,0.27559774276635135,0.04287929647889177
31,0.10624799836890467,0.07796665439287698,0.31788123206749014,0.08847126647695552
32,0.14129021418978352,0.06319983846000293,0.28616861509163605,0.08458383099251339
33,0.17773411864349753,0.06286319584036916,0.229538941920468,0.051565835953695884
34,0.15698912687753722,0.07043119257778477,0.3435533505717532,0.06462292423858002
35,0.14829865735395925,0.07701331978467876,0.30731035974220555,0.06022065703730096
36,0.15979250414320756,0.07443481366969609,0.28239330354689157,0.09676588211064728
37,0.12755366558799897,0.0745113207907242,0.2506806865710375,0.062062263693087684
38,0.12503062604889573,0.07728581155786854,0.3209014813032859,0.0971803618659522
39,0.18249985999513701,0.05711532895855928,0.2831483658558405,0.0498855673474332
40,0.17941614500289965,0.06135490722730616,0.2884338020184828,0.10515716750324909
41,0.1331604201193396,0.07034466259485365,0.2899439266363807,0.06712839407049824
42,0.1362441351115769,0.0997088428147941,0.2846584904737383,0.0366885700514915
43,0.14185088964291756,0.09753335880584932,0.30277998588851207,0.0863185170886039
44,0.15979250414320753,0.06951019013635842,0.29296417587217627,0.07000531194872016
45,0.10540698518920355,0.05482305108607037,0.30429011050640986,0.08394785331606618
46,0.15614811369783613,0.08563893129564633,0.2695572442947602,0.053502971439674085
47,0.10961205108770904,0.07745087585988177,0.31259579590484793,0.044053210821748866
48,0.16287621913544487,0.07835878256551083,0.3269419797748771,0.10763544971765573
49,0.11858285833785401,0.09411209296798717,0.3133508582137968,0.07605168092856249
50,0.17324871501842504,0.07154710893989732,0.2688021819858112,0.021409711550550742
51,0.16063351732290862,0.0836332531509661,0.2650268704410667,0.06603666347138773
52,0.15811047778380533,0.051542513526472655,0.2665369950589645,0.06281555718630193
53,0.11101373972054415,0.07154051807728466,0.271067368912658,0.06184601019840952
54,0.14661663099455707,0.03944801084705043,0.27635280507530025,0.06426463016950486
55,0.14241156509605163,0.07360453731406283,0.2914540512542785,0.09261140100390573
56,0.18642458816707547,0.07067902871535423,0.28465849047373826,0.06180912573996344
57,0.13175873148650447,0.05276012617479643,0.2982496120348187,0.05489152386970987
58,0.14381325372888676,0.09109940961479379,0.2861686150916361,0.05511954855327028
59,0.19455438223751936,0.05398521474347608,0.27333255583950467,0.04105206488361306
60,0.10204293247039917,0.0742995467036143,0.2831483658558404,0.036719635738726775
61,0.1631565568620119,0.06508183870734005,0.2816382412379427,0.046795591952748905
62,0.16203520595574378,0.08356509793375312,0.2688021819858112,0.05112167749958772
63,0.16708128503395034,0.071342509067379,0.3095755466690523,0.052638187462344714
64,0.109331713361142,0.05383652297231059,0.2839034281647893,0.033462126255459065
